Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",23y 257d,86 (27-0-59 31.40%),28 (0.33),55 (24-0-31 43.64%),16 (0.29)
29,"Broomhead, Tim",23y 74d,29 (11-0-18 37.93%),22 (0.76),←,
25,"Crisp, Jack",23y 245d,73 (31-0-42 42.47%),41 (0.56),55 (24-0-31 43.64%),31 (0.56)
39,"Crocker, Ben",20y 105d,11 (5-0-6 45.45%),11 (1.00),←,
2,"de Goey, Jordan",21y 81d,41 (18-0-23 43.90%),27 (0.66),←,
15,"Dunn, Lynden",30y 21d,171 (47-2-122 28.07%),98 (0.57),6 (4-0-2 66.67%),1 (0.17)
5,"Elliott, Jamie",24y 287d,80 (47-0-33 58.75%),124 (1.55),←,
6,"Goldsack, Tyson",30y 13d,152 (94-0-58 61.84%),50 (0.33),←,
19,"Greenwood, Levi",28y 105d,112 (55-1-56 49.55%),51 (0.46),38 (15-0-23 39.47%),25 (0.66)
4,"Grundy, Brodie",23y 50d,73 (35-0-38 47.95%),25 (0.34),←,
32,"Hoskin-Elliott, Will",23y 275d,63 (17-0-46 26.98%),53 (0.84),11 (5-0-6 45.45%),11 (1.00)
38,"Howe, Jeremy",26y 340d,131 (35-0-96 26.72%),85 (0.65),31 (13-0-18 41.94%),5 (0.16)
37,"Maynard, Brayden",20y 257d,40 (15-0-25 37.50%),11 (0.28),←,
30,"Moore, Darcy",21y 130d,37 (15-0-22 40.54%),46 (1.24),←,
10,"Pendlebury, Scott",29y 148d,247 (149-2-96 60.73%),157 (0.64),←,
21,"Phillips, Tom",21y 28d,16 (8-0-8 50.00%),5 (0.31),←,
31,"Ramsay, Jackson",22y 196d,16 (8-0-8 50.00%),,←,
12,"Scharenberg, Matt",21y 259d,6 (4-0-2 66.67%),,←,
22,"Sidebottom, Steele",26y 153d,174 (108-2-64 62.64%),132 (0.76),←,
40,"Smith, Josh",23y 153d,28 (13-0-15 46.43%),6 (0.21),←,
7,"Treloar, Adam",24y 87d,111 (34-0-77 30.63%),70 (0.63),32 (14-0-18 43.75%),22 (0.69)
3,"Wells, Daniel",32y 121d,249 (129-2-118 52.21%),155 (0.62),6 (4-0-2 66.67%),5 (0.83)
Totals,Totals,24y 237d,1946 (905-9-1032 46.51%),1197 (0.62),,
C,"Buckley, Nathan",44y 313d,125 (66-0-59 52.80%),,←,
