Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 108d,143 (86-2-55 60.84%),188 (1.31),←,
3,"Bartel, Jimmy",24y 270d,130 (83-2-45 64.62%),81 (0.62),←,
24,"Blake, Mark",22y 356d,55 (43-0-12 78.18%),8 (0.15),←,
17,"Byrnes, Shannon",24y 145d,54 (39-0-15 72.22%),27 (0.50),←,
35,"Chapman, Paul",26y 299d,153 (89-2-62 58.82%),202 (1.32),←,
11,"Corey, Joel",26y 195d,173 (103-2-68 60.12%),54 (0.31),←,
44,"Enright, Corey",26y 351d,147 (85-2-60 58.50%),45 (0.31),←,
15,"Gamble, Ryan",20y 342d,14 (12-0-2 85.71%),21 (1.50),←,
2,"Harley, Tom",30y 43d,181 (110-3-68 61.60%),10 (0.06),180 (109-3-68 61.39%),9 (0.05)
8,"Hunt, Josh",26y 169d,119 (76-1-42 64.29%),16 (0.13),←,
20,"Johnson, Steve",25y 57d,109 (71-2-36 66.06%),206 (1.89),←,
45,"Ling, Cameron",27y 185d,179 (108-3-68 61.17%),105 (0.59),←,
13,"Lonergan, Tom",24y 105d,20 (15-1-4 77.50%),37 (1.85),←,
39,"Milburn, Darren",31y 137d,232 (130-1-101 56.25%),86 (0.37),←,
21,"Mooney, Cameron",28y 339d,165 (104-1-60 63.33%),200 (1.21),154 (94-1-59 61.36%),198 (1.29)
6,"Ottens, Brad",28y 218d,201 (104-1-96 51.99%),232 (1.15),72 (51-1-20 71.53%),80 (1.11)
32,"Prismall, Brent",22y 47d,24 (17-1-6 72.92%),15 (0.63),←,
30,"Scarlett, Matthew",29y 86d,203 (120-2-81 59.61%),16 (0.08),←,
14,"Selwood, Joel",20y 96d,42 (39-0-3 92.86%),13 (0.31),←,
27,"Stokes, Mathew",23y 282d,49 (41-0-8 83.67%),77 (1.57),←,
7,"Taylor, Harry",22y 79d,18 (17-0-1 94.44%),3 (0.17),←,
5,"Varcoe, Travis",20y 142d,31 (28-0-3 90.32%),27 (0.87),←,
Totals,Totals,25y 134d,2442 (1520-26-896 62.24%),1669 (0.68),,
C,"Thompson, Mark",44y 285d,207 (120-3-84 58.70%),,←,
