North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 324d,140 (71-1-68 51.07%),150 (1.07),←,
11,"Archer, Glenn",22y 22d,51 (28-0-23 54.90%),16 (0.31),←,
14,"Armstrong, Matt",28y 45d,135 (54-0-81 40.00%),73 (0.54),3 (2-0-1 66.67%),2 (0.67)
12,"Blakey, John",28y 265d,179 (78-0-101 43.58%),49 (0.27),44 (26-0-18 59.09%),11 (0.25)
16,"Capuano, Mathew",19y 225d,6 (3-0-3 50.00%),1 (0.17),←,
18,"Carey, Wayne",23y 323d,101 (56-0-45 55.45%),244 (2.42),←,
26,"Ishchenko, Alex",30y 360d,135 (60-0-75 44.44%),37 (0.27),63 (34-0-29 53.97%),12 (0.19)
34,"King, David",23y 39d,22 (12-0-10 54.55%),4 (0.18),←,
7,"Laidley, Dani",28y 19d,95 (55-1-39 58.42%),12 (0.13),43 (26-0-17 60.47%),1 (0.02)
35,"Longmire, John",24y 105d,136 (67-1-68 49.63%),445 (3.27),←,
4,"Martyn, Mick",26y 227d,137 (69-1-67 50.73%),11 (0.08),←,
31,"McKernan, Corey",21y 117d,25 (16-0-9 64.00%),23 (0.92),←,
13,"Nichols, Trent",26y 8d,82 (31-1-50 38.41%),82 (1.00),22 (14-0-8 63.64%),33 (1.50)
20,"Reynolds, Keenan",26y 98d,77 (43-0-34 55.84%),35 (0.45),3 (2-0-1 66.67%),
22,"Roberts, Mark",29y 291d,124 (55-0-69 44.35%),98 (0.79),47 (29-0-18 61.70%),79 (1.68)
3,"Rock, Anthony",24y 198d,90 (50-0-40 55.56%),76 (0.84),←,
2,"Schwass, Wayne",26y 139d,125 (63-0-62 50.40%),68 (0.54),←,
8,"Scott, Robert",26y 45d,135 (77-1-57 57.41%),166 (1.23),3 (2-0-1 66.67%),2 (0.67)
24,"Sholl, Craig",27y 106d,112 (60-0-52 53.57%),20 (0.18),←,
15,"Smith, Ross",30y 71d,199 (97-2-100 49.25%),34 (0.17),←,
10,"Stevens, Anthony",23y 287d,90 (48-0-42 53.33%),37 (0.41),←,
Totals,Totals,25y 332d,2196 (1093-8-1095 49.77%),1681 (0.77),,
C,"Pagan, Denis",47y 203d,48 (29-0-19 60.42%),,←,
