0,1,2,3,4,5,6
←,"Round: 7 Venue: Stadium Australia Date: Sat, 16-May-2015 7:20 PM Attendance: 28063","Round: 7 Venue: Stadium Australia Date: Sat, 16-May-2015 7:20 PM Attendance: 28063","Round: 7 Venue: Stadium Australia Date: Sat, 16-May-2015 7:20 PM Attendance: 28063","Round: 7 Venue: Stadium Australia Date: Sat, 16-May-2015 7:20 PM Attendance: 28063","Round: 7 Venue: Stadium Australia Date: Sat, 16-May-2015 7:20 PM Attendance: 28063",→
←,Sydney,4.3.27,8.4.52,11.9.75,18.12.120,→
←,Geelong,4.4.28,9.7.61,10.10.70,11.11.77,→
←,Qrt margin,GE by 1,GE by 9,SY by 5,SY by 43,→
←,Qrt scores,GE 28-27,GE 33-25,SY 23-9,SY 45-7,→
←,Field umpires,"Mathew Nicholls (237), Sam Hay (106), Scott Jeffery (269)","Mathew Nicholls (237), Sam Hay (106), Scott Jeffery (269)","Mathew Nicholls (237), Sam Hay (106), Scott Jeffery (269)","Mathew Nicholls (237), Sam Hay (106), Scott Jeffery (269)",→
