Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",27y 205d,73 (41-0-32 56.16%),203 (2.78),69 (40-0-29 57.97%),196 (2.84)
44,"Charles, Sean",17y 75d,9 (4-0-5 44.44%),14 (1.56),←,
20,"Febey, Matthew",22y 348d,6 (4-0-2 66.67%),4 (0.67),←,
32,"Goodwin, Andy",29y 33d,68 (23-1-44 34.56%),9 (0.13),12 (5-1-6 45.83%),
13,"Jakovich, Allen",24y 133d,21 (12-0-9 57.14%),102 (4.86),←,
31,"Keogh, Rod",21y 129d,19 (11-0-8 57.89%),8 (0.42),←,
16,"Lovell, Andy",22y 4d,55 (27-1-27 50.00%),65 (1.18),←,
17,"Lovett, Brett",26y 73d,138 (82-1-55 59.78%),19 (0.14),←,
6,"Lovett, Glenn",23y 9d,43 (20-0-23 46.51%),19 (0.44),←,
3,"Lyon, Garry",24y 323d,126 (77-1-48 61.51%),159 (1.26),←,
46,"Mahoney, Mathew",23y 233d,5 (5-0-0 100.00%),,←,
29,"Obst, Andrew",27y 348d,49 (29-0-20 59.18%),24 (0.49),←,
41,"Rohde, Peter",27y 256d,117 (73-1-43 62.82%),12 (0.10),71 (39-1-31 55.63%),6 (0.08)
5,"Schwarz, David",20y 8d,24 (8-1-15 35.42%),22 (0.92),←,
18,"Stretch, Steven",28y 209d,146 (83-1-62 57.19%),53 (0.36),←,
11,"Stynes, Jim",26y 100d,129 (77-1-51 60.08%),92 (0.71),←,
4,"Sullivan, Chris",19y 359d,12 (4-1-7 37.50%),14 (1.17),←,
12,"Viney, Todd",26y 124d,94 (50-1-43 53.72%),46 (0.49),←,
27,"Wight, Sean",28y 139d,96 (54-0-42 56.25%),61 (0.64),←,
8,"Yeats, Graeme",27y 315d,146 (82-1-63 56.51%),43 (0.29),←,
Totals,Totals,24y 281d,1376 (766-11-599 55.67%),969 (0.70),,
C,"Northey, John",49y 33d,185 (95-1-89 51.62%),,163 (89-1-73 54.91%),
