Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Allan, Matthew",9,7,5,14,,1.0,13.0,1.0,2.0,1.0,3.0,,1.0,,,4.0,9.0,1.0,,1.0,,,55.0
23,"Bolton, Mark",12,5,6,18,,1.0,,1.0,6.0,4.0,1.0,3.0,,1.0,,7.0,10.0,2.0,,2.0,,1.0,100.0
37,"Bullen, Marcus",1,,,1,,,,,,1.0,,2.0,,1.0,,1.0,,,,2.0,,,25.0
36,"Dyson, Ricky",4,2,,4,,,,,1.0,,,1.0,,,,1.0,4.0,,,3.0,,,45.0
31,"Fletcher, Dustin",9,3,4,13,,,,1.0,10.0,,,2.0,1.0,,,7.0,6.0,1.0,,6.0,,,100.0
19,"Hille, David",5,2,2,7,2,1.0,7.0,3.0,,2.0,2.0,,,,,5.0,2.0,2.0,2.0,1.0,,,79.0
5,"Hird, James",14,5,8,22,1,,,1.0,1.0,4.0,4.0,,,,,13.0,8.0,2.0,1.0,1.0,,,95.0
14,"Johnson, Jason",9,4,17,26,,1.0,,2.0,,3.0,7.0,,1.0,,,17.0,9.0,,1.0,3.0,1.0,1.0,89.0
1,"Johnson, Mark",8,3,3,11,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,3.0,8.0,,,3.0,1.0,,100.0
18,"Lloyd, Matthew",10,7,1,11,5,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,6.0,6.0,4.0,5.0,,,,100.0
42,"Lovett-Murray, Nathan",5,4,6,11,3,,1.0,2.0,,2.0,,2.0,,2.0,,4.0,7.0,1.0,2.0,1.0,1.0,,66.0
25,"Lucas, Scott",14,6,4,18,,1.0,,3.0,,4.0,2.0,3.0,1.0,1.0,,6.0,13.0,1.0,,1.0,,,96.0
33,"McPhee, Adam",8,4,3,11,,2.0,,1.0,2.0,5.0,,2.0,,1.0,,3.0,8.0,1.0,2.0,5.0,3.0,2.0,63.0
24,"Misiti, Joe",10,3,9,19,1,,,2.0,2.0,1.0,2.0,4.0,,1.0,,6.0,13.0,,,,,,56.0
28,"Murphy, Justin",12,11,13,25,2,1.0,,5.0,1.0,6.0,1.0,2.0,,2.0,,5.0,20.0,2.0,2.0,3.0,1.0,,100.0
11,"Peverill, Damien",6,5,11,17,,,,4.0,,6.0,3.0,1.0,,1.0,,9.0,8.0,,,,,1.0,100.0
9,"Ramanauskas, Adam",11,1,1,12,,,,2.0,2.0,2.0,3.0,2.0,,,,5.0,5.0,,,3.0,,,100.0
43,"Rioli, Dean",12,6,4,16,2,1.0,,,2.0,5.0,4.0,,,,,7.0,10.0,2.0,1.0,3.0,,2.0,82.0
7,"Solomon, Dean",12,6,2,14,2,,,3.0,1.0,5.0,1.0,5.0,,4.0,,2.0,13.0,,1.0,1.0,,1.0,98.0
4,"Watson, Jobe",5,5,4,9,,,,,,2.0,,4.0,,1.0,,3.0,6.0,,,,1.0,1.0,50.0
6,"Wellman, Sean",11,10,10,21,,,,5.0,2.0,2.0,2.0,1.0,,1.0,,7.0,14.0,1.0,,3.0,,,100.0
12,"Welsh, Andrew",8,2,5,13,,,,1.0,5.0,,1.0,2.0,2.0,,,4.0,9.0,,,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,101,118,313,18,13.0,22.0,39.0,39.0,59.0,37.0,38.0,7.0,18.0,2.0,125.0,188.0,20.0,17.0,43.0,8.0,9.0,
Opposition,Opposition,189,92,97,286,14,11.0,34.0,35.0,42.0,53.0,24.0,33.0,18.0,7.0,4.0,110.0,178.0,15.0,24.0,47.0,11.0,9.0,
