Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",9,,1,10,1,,,2.0,,3.0,3.0,2.0,3.0,1.0,,6.0,4.0,,,1.0,,,79.0
21,"Barlow, Michael",13,7,7,20,,,,4.0,3.0,3.0,1.0,,,,,4.0,16.0,,,,,,82.0
30,"Clarke, Zac",5,4,3,8,,,7.0,4.0,,3.0,,3.0,,2.0,,4.0,4.0,2.0,,1.0,,,76.0
15,"Crowley, Ryan",6,1,2,8,,2.0,,6.0,,2.0,1.0,3.0,,2.0,,4.0,2.0,1.0,1.0,2.0,,,91.0
3,"Dawson, Zac",1,1,5,6,,,1.0,,,,1.0,,,,,3.0,2.0,,,6.0,,,80.0
40,"de Boer, Matt",3,3,11,14,,,,6.0,,,2.0,1.0,1.0,,,9.0,5.0,1.0,,1.0,,1.0,86.0
41,"Duffield, Paul",17,3,3,20,,,,2.0,7.0,2.0,2.0,3.0,2.0,,,7.0,11.0,,,,,,88.0
7,"Fyfe, Nat",13,3,6,19,1,,,6.0,,7.0,3.0,6.0,1.0,2.0,,11.0,9.0,1.0,,4.0,,,86.0
32,"Hill, Stephen",8,3,4,12,,1.0,,3.0,2.0,3.0,,,1.0,,,4.0,10.0,,,1.0,1.0,1.0,82.0
5 ↑,"Ibbotson, Garrick",12,5,1,13,1,,,1.0,2.0,1.0,1.0,1.0,1.0,,,5.0,8.0,,1.0,,,,66.0
37,"Johnson, Michael",16,7,6,22,,,,2.0,2.0,3.0,2.0,,,,,3.0,18.0,1.0,,6.0,,,92.0
23,"Mayne, Chris",9,6,4,13,3,,,3.0,,1.0,1.0,,3.0,,,9.0,5.0,2.0,3.0,,,2.0,83.0
9,"McPhee, Adam",16,7,5,21,,,,,5.0,1.0,1.0,4.0,1.0,1.0,,8.0,13.0,1.0,,3.0,,,100.0
16,"Mundy, David",22,5,8,30,,,,3.0,1.0,6.0,10.0,2.0,2.0,1.0,,16.0,14.0,,,1.0,,1.0,84.0
13,"Mzungu, Tendai",9,6,5,14,,,,4.0,,1.0,3.0,1.0,,,,6.0,8.0,,,1.0,,,78.0
29,"Pavlich, Matthew",6,6,4,10,1,,,2.0,,2.0,,1.0,,1.0,,5.0,5.0,1.0,1.0,,,1.0,93.0
46,"Pearce, Clancee",11,5,3,14,,,,5.0,1.0,2.0,3.0,2.0,,1.0,,4.0,10.0,,,3.0,,,83.0
31,"Sandilands, Aaron",2,2,5,7,,,30.0,,,,,2.0,1.0,1.0,,6.0,1.0,1.0,1.0,3.0,,,79.0
36,"Silvagni, Alex",7,4,2,9,,,,5.0,1.0,,,4.0,,2.0,,3.0,6.0,,,6.0,,,90.0
34,"Spurr, Lee",4,,5,9,,,,2.0,1.0,,1.0,2.0,,2.0,,5.0,1.0,,,1.0,,,94.0
8 ↓,"Suban, Nick",2,,,2,1,,,1.0,1.0,,,1.0,,,,,2.0,,,,,,24.0
38,"Walters, Michael",12,6,3,15,3,1.0,,4.0,3.0,3.0,1.0,1.0,2.0,,,6.0,9.0,,,2.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,84,93,296,11,5.0,38.0,65.0,29.0,43.0,36.0,39.0,18.0,16.0,,128.0,163.0,11.0,7.0,42.0,1.0,6.0,
Opposition,Opposition,222,112,136,358,12,9.0,27.0,65.0,32.0,44.0,29.0,50.0,16.0,18.0,,125.0,229.0,9.0,13.0,58.0,5.0,7.0,
