North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",16,4,5,21,2,,,5.0,,,,,1.0,1.0,,,,,,,,,
17,"Barnett, John",4,1,2,6,1,1.0,,1.0,,,,,,,,,,,,,,,
12,"Blakey, John",11,4,6,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
39,"Campbell, Warren",13,1,1,14,1,,,2.0,,,,,4.0,3.0,,,,,,,,,
18,"Carey, Wayne",16,11,6,22,4,4.0,,1.0,,,,,,4.0,,,,,,,,,
27,"Crocker, Darren",7,4,8,15,4,,,1.0,,,,,,,2.0,,,,,,,,
6,"Fairley, Ian",13,3,4,17,1,,,,,,,,1.0,1.0,,,,,,,,,
26,"Ishchenko, Alex",,3,9,9,,,12.0,,,,,,,3.0,,,,,,,,,
34,"King, David",17,3,4,21,,1.0,,2.0,,,,,,,,,,,,,,,
7,"Laidley, Dani",9,4,6,15,,,1.0,,,,,,1.0,,,,,,,,,,
35,"Longmire, John",2,2,4,6,1,1.0,,,,,,,,1.0,,,,,,,,,
20,"Mann, Peter",9,1,1,10,,,,,,,,,1.0,,1.0,,,,,,,,
41,"McAdam, Adrian",4,,2,6,1,2.0,,,,,,,,,,,,,,,,,
38,"McCarthy, Adam",1,,2,3,,,,1.0,,,,,1.0,,,,,,,,,,
31,"McKernan, Corey",12,5,8,20,2,2.0,11.0,2.0,,,,,2.0,2.0,,,,,,,,,
13,"Nichols, Trent",6,1,5,11,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",17,2,6,23,,5.0,,2.0,,,,,3.0,,,,,,,,,,
2,"Schwass, Wayne",18,5,8,26,2,1.0,,5.0,,,,,5.0,2.0,3.0,,,,,,,,
24,"Sholl, Craig",14,2,7,21,,1.0,,,,,,,1.0,2.0,,,,,,,,,
15,"Smith, Ross",11,2,2,13,,,,,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",15,2,4,19,1,2.0,,5.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,60,100,315,21,23.0,24.0,29.0,,,,,25.0,22.0,6.0,,,,,,,,
Opposition,Opposition,177,74,132,309,10,9.0,14.0,23.0,,,,,22.0,25.0,,,,,,,,,
