Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",10,2,7,17,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
6,"Daniher, Anthony",,,,,,,,,,,,,,1.0,,,,,,,,,
7,"Daniher, Chris",2,4,7,9,,,,,,,,,,3.0,,,,,,,,,
38,"Denham, Sean",15,5,8,23,,,,3.0,,,,,1.0,1.0,,,,,,,,,
31,"Fletcher, Dustin",7,3,4,11,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Grenvold, David",14,6,4,18,,,,3.0,,,,,3.0,3.0,,,,,,,,,
1,"Harvey, Mark",21,3,3,24,,,1.0,2.0,,,,,2.0,,,,,,,,,,
5,"Hird, James",3,2,1,4,,1.0,,1.0,,,,,1.0,,,,,,,,,,
9,"Kickett, Derek",,,5,5,,,,1.0,,,,,,3.0,,,,,,,,,
13,"Long, Michael",14,3,7,21,,1.0,,4.0,,,,,,1.0,,,,,,,,,
2,"Mercuri, Mark",9,6,4,13,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
24,"Misiti, Joe",18,7,14,32,,,,,,,,,1.0,,,,,,,,,,
10,"ODonnell, Gary",12,1,8,20,1,,1.0,2.0,,,,,3.0,,,,,,,,,,
14,"Plain, Bradley",7,2,3,10,2,2.0,,1.0,,,,,,2.0,,,,,,,,,
3,"Salmon, Paul",9,7,2,11,2,3.0,3.0,,,,,,3.0,1.0,,,,,,,,,
19,"Somerville, Peter",9,7,7,16,,,11.0,4.0,,,,,3.0,2.0,,,,,,,,,
12,"Symons, Michael",4,1,8,12,2,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Thompson, Mark",17,7,6,23,,,,,,,,,2.0,,,,,,,,,,
4,"Wanganeen, Gavin",12,5,9,21,,,,,,,,,2.0,,,,,,,,,,
32,"Watson, Tim",6,4,5,11,2,,,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,75,112,301,10,11.0,16.0,34.0,,,,,26.0,22.0,,,,,,,,,
Opposition,Opposition,201,82,120,321,15,15.0,13.0,19.0,,,,,22.0,26.0,6.0,,,,,,,,
