Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",12,6,3,15,,2.0,,3.0,,,,,2.0,,,,,,,,,,
26,"Caven, Peter",7,3,3,10,,,3.0,,,,,,2.0,1.0,,,,,,,,,
42,"Chapman, Wade",7,1,2,9,,2.0,,,,,,,1.0,,,,,,,,,,
12,"Considine, Ed",8,3,2,10,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
28,"Cresswell, Daryn",11,6,10,21,1,,,1.0,,,,,,1.0,,,,,,,,,
5,"Daniels, Jayson",10,3,7,17,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Dunkley, Andrew",8,1,4,12,,,,1.0,,,,,4.0,,,,,,,,,,
37,"Filandia, Peter",12,3,12,24,1,2.0,,2.0,,,,,,,,,,,,,,,
21,"Hepburn, Mark",7,3,3,10,1,,15.0,1.0,,,,,2.0,3.0,,,,,,,,,
11,"Kappler, Darren",4,,4,8,,,,,,,,,,1.0,,,,,,,,,
14,"Kelly, Paul",15,6,3,18,,,,,,,,,1.0,1.0,,,,,,,,,
31,"Lang, Damian",5,1,1,6,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Lawson, Jamie",2,1,7,9,,,,1.0,,,,,1.0,,,,,,,,,,
3,"Lewis, Dale",6,3,4,10,,,,1.0,,,,,,1.0,,,,,,,,,
34,"Luff, Troy",7,5,6,13,,,,2.0,,,,,1.0,1.0,,,,,,,,,
4,"McRae, Dean",14,3,2,16,,2.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,,
8,"Minton-Connell, Simon",13,6,2,15,6,5.0,,1.0,,,,,3.0,,3.0,,,,,,,,
23,"Neill, Robert",7,1,9,16,,,,3.0,,,,,1.0,1.0,,,,,,,,,
18,"Nettelbeck, Craig",9,3,5,14,,2.0,1.0,1.0,,,,,4.0,2.0,,,,,,,,,
10,"Watters, Scott",15,2,11,26,,,,3.0,,,,,3.0,3.0,1.0,,,,,,,,
27,"Wheeler, Sanford",10,1,5,15,,,,3.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,61,105,294,11,20.0,20.0,29.0,,,,,30.0,20.0,6.0,,,,,,,,
Opposition,Opposition,177,69,116,293,10,12.0,11.0,20.0,,,,,20.0,30.0,,,,,,,,,
