Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",22y 175d,93 (51-0-42 54.84%),88 (0.95),←,
17,"Boyd, Tom",22y 269d,54 (31-0-23 57.41%),48 (0.89),45 (28-0-17 62.22%),40 (0.89)
12,"Cordy, Zaine",21y 203d,38 (22-0-16 57.89%),8 (0.21),←,
9,"Crozier, Hayden",24y 145d,74 (34-0-40 45.95%),44 (0.59),5 (3-0-2 60.00%),
6,"Dahlhaus, Luke",25y 270d,146 (69-0-77 47.26%),109 (0.75),←,
31,"Dale, Bailey",21y 300d,39 (19-0-20 48.72%),32 (0.82),←,
35,"Daniel, Caleb",21y 315d,62 (37-0-25 59.68%),25 (0.40),←,
5,"Dunkley, Josh",21y 129d,33 (20-0-13 60.61%),21 (0.64),←,
26,"Gowers, Billy",21y 342d,9 (4-0-5 44.44%),12 (1.33),←,
7,"Hunter, Lachie",23y 156d,92 (49-0-43 53.26%),47 (0.51),←,
39,"Johannisen, Jason",25y 191d,93 (46-0-47 49.46%),30 (0.32),←,
27,"Lipinski, Patrick",19y 305d,6 (3-0-3 50.00%),8 (1.33),←,
11,"Macrae, Jack",23y 288d,108 (56-0-52 51.85%),26 (0.24),←,
16,"McLean, Toby",22y 107d,47 (28-0-19 59.57%),35 (0.74),←,
20,"Richards, Ed",18y 319d,8 (4-0-4 50.00%),,←,
23,"Roughead, Jordan",27y 196d,129 (60-0-69 46.51%),30 (0.23),←,
1,"Suckling, Matt",29y 297d,150 (103-0-47 68.67%),70 (0.47),48 (28-0-20 58.33%),19 (0.40)
8,"Trengove, Jackson",27y 197d,156 (66-1-89 42.63%),30 (0.19),3 (0-0-3 0.00%),
3,"Wallis, Mitch",25y 206d,112 (52-0-60 46.43%),53 (0.47),←,
19,"Webb, Lukas",22y 75d,23 (14-0-9 60.87%),7 (0.30),←,
34,"Williams, Bailey",20y 220d,26 (13-0-13 50.00%),2 (0.08),←,
10,"Wood, Easton",28y 256d,132 (70-0-62 53.03%),18 (0.14),←,
Totals,Totals,23y 226d,1630 (851-1-778 52.21%),743 (0.46),,
C,"Beveridge, Luke",47y 268d,80 (48-0-32 60.00%),,←,
