Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",22y 284d,51 (30-0-21 58.82%),12 (0.24),←,
27,"Ball, Jason",32y 285d,190 (115-0-75 60.53%),159 (0.84),87 (52-0-35 59.77%),45 (0.52)
21,"Barry, Leo",28y 106d,168 (96-0-72 57.14%),50 (0.30),←,
6,"Bolton, Craig",25y 94d,100 (61-0-39 61.00%),17 (0.17),71 (44-0-27 61.97%),7 (0.10)
24,"Bolton, Jude",25y 171d,136 (72-1-63 53.31%),69 (0.51),←,
32,"Buchanan, Amon",22y 327d,45 (26-0-19 57.78%),19 (0.42),←,
28,"Crouch, Jared",27y 181d,179 (96-1-82 53.91%),42 (0.23),←,
2,"Davis, Nick",25y 156d,127 (63-0-64 49.61%),171 (1.35),56 (33-0-23 58.93%),86 (1.54)
26,"Dempster, Sean",21y 225d,19 (13-0-6 68.42%),,←,
12,"Fosdike, Nic",25y 188d,113 (58-1-54 51.77%),53 (0.47),←,
37,"Goodes, Adam",25y 237d,158 (84-1-73 53.48%),165 (1.04),←,
1,"Hall, Barry",28y 206d,176 (84-2-90 48.30%),411 (2.34),88 (50-1-37 57.39%),267 (3.03)
16,"Jolly, Darren",23y 300d,69 (34-0-35 49.28%),20 (0.29),21 (14-0-7 66.67%),9 (0.43)
17,"Kennelly, Tadhg",24y 63d,98 (58-0-40 59.18%),26 (0.27),←,
31,"Kirk, Brett",28y 312d,120 (66-1-53 55.42%),51 (0.43),←,
4,"Mathews, Ben",26y 277d,156 (85-1-70 54.81%),31 (0.20),←,
5,"OKeefe, Ryan",24y 221d,90 (52-0-38 57.78%),97 (1.08),←,
19,"OLoughlin, Michael",28y 194d,219 (124-2-93 57.08%),369 (1.68),←,
30,"Roberts-Thomson, Lewis",21y 359d,45 (29-0-16 64.44%),5 (0.11),←,
13,"Schneider, Adam",21y 113d,49 (29-0-20 59.18%),46 (0.94),←,
38,"Vogels, Luke",22y 87d,11 (8-0-3 72.73%),7 (0.64),←,
10,"Williams, Paul",32y 152d,291 (138-3-150 47.94%),301 (1.03),102 (57-1-44 56.37%),78 (0.76)
Totals,Totals,25y 273d,2610 (1421-13-1176 54.44%),2121 (0.81),,
C,"Roos, Paul",42y 67d,81 (50-0-31 61.73%),,←,
