Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",28y 248d,222 (95-3-124 43.47%),383 (1.73),38 (20-0-18 52.63%),93 (2.45)
16,"Brown, Luke",22y 313d,62 (32-0-30 51.61%),3 (0.05),←,
23,"Cameron, Charlie",21y 27d,22 (12-0-10 54.55%),29 (1.32),←,
44,"Crouch, Matt",20y 102d,18 (11-0-7 61.11%),4 (0.22),←,
32,"Dangerfield, Patrick",25y 118d,147 (76-0-71 51.70%),156 (1.06),←,
26,"Douglas, Richard",28y 176d,166 (85-0-81 51.20%),113 (0.68),←,
15,"Hartigan, Kyle",23y 267d,21 (13-0-8 61.90%),,←,
45,"Henderson, Ricky",26y 324d,74 (36-0-38 48.65%),41 (0.55),←,
24,"Jacobs, Sam",27y 113d,120 (61-0-59 50.83%),27 (0.22),103 (54-0-49 52.43%),24 (0.23)
4,"Jenkins, Josh",26y 174d,62 (33-0-29 53.23%),104 (1.68),←,
39,"Knight, Riley",20y 127d,4 (2-0-2 50.00%),4 (1.00),←,
29,"Laird, Rory",21y 215d,50 (26-0-24 52.00%),5 (0.10),←,
6,"Lever, Jake",19y 149d,8 (4-0-4 50.00%),,←,
27,"Lynch, Tom",24y 320d,53 (31-0-22 58.49%),73 (1.38),47 (27-0-20 57.45%),69 (1.47)
31,"Lyons, Jarryd",23y 10d,29 (14-0-15 48.28%),14 (0.48),←,
14,"Mackay, David",27y 7d,140 (80-0-60 57.14%),42 (0.30),←,
9,"Sloane, Rory",25y 137d,111 (59-0-52 53.15%),67 (0.60),←,
33,"Smith, Brodie",23y 199d,90 (50-0-40 55.56%),26 (0.29),←,
12,"Talia, Daniel",23y 303d,91 (50-0-41 54.95%),5 (0.05),←,
5,"Thompson, Scott",32y 140d,278 (151-0-127 54.32%),156 (0.56),239 (133-0-106 55.65%),139 (0.58)
13,"Walker, Taylor",25y 98d,100 (52-0-48 52.00%),236 (2.36),←,
11,"Wright, Matthew",25y 230d,94 (49-0-45 52.13%),63 (0.67),←,
Totals,Totals,24y 256d,1962 (1022-3-937 52.09%),1551 (0.79),,
C,"Camporeale, Scott",39y 355d,4 (2-0-2 50.00%),,←,
