Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",25y 175d,78 (50-0-28 64.10%),57 (0.73),←,
27,"Barnard, Paul",21y 54d,2 (0-0-2 0.00%),2 (1.00),←,
29,"Baxter, Darren",29y 20d,151 (76-3-72 51.32%),29 (0.19),22 (13-0-9 59.09%),1 (0.05)
14,"Bunn, Mark",23y 166d,36 (11-0-25 30.56%),1 (0.03),6 (2-0-4 33.33%),
5,"Collins, Andrew",28y 348d,148 (105-0-43 70.95%),33 (0.22),←,
3,"Condon, Anthony",26y 123d,105 (73-0-32 69.52%),37 (0.35),←,
9,"Crawford, Shane",19y 211d,23 (13-0-10 56.52%),19 (0.83),←,
23,"Crawshay, Simon",19y 226d,3 (1-0-2 33.33%),,←,
13,"Dear, Paul",27y 101d,90 (62-0-28 68.89%),68 (0.76),←,
16,"Gowers, Andrew",24y 362d,69 (47-0-22 68.12%),38 (0.55),←,
2,"Holland, Nick",19y 253d,1 (0-0-1 0.00%),,←,
17,"Hudson, Paul",23y 262d,76 (52-0-24 68.42%),160 (2.11),←,
11,"Jarman, Darren",27y 70d,71 (46-0-25 64.79%),95 (1.34),←,
1,"Jencke, Ray",28y 14d,139 (96-0-43 69.06%),24 (0.17),←,
20,"Maginness, Scott",27y 249d,91 (65-0-26 71.43%),5 (0.05),←,
28,"McDonald, Alex",24y 54d,23 (14-0-9 60.87%),11 (0.48),←,
6,"Murton, Phillip",20y 191d,7 (4-0-3 57.14%),2 (0.29),←,
21,"Nugent, Glenn",22y 151d,22 (14-0-8 63.64%),11 (0.50),←,
44,"Platten, John",31y 22d,180 (130-0-50 72.22%),182 (1.01),←,
18,"Pritchard, Darrin",28y 18d,149 (107-0-42 71.81%),85 (0.57),←,
38,"Tallis, Rayden",18y 303d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 230d,1465 (966-3-496 65.94%),859 (0.59),,
C,"Knights, Peter",42y 9d,62 (17-0-45 27.42%),,3 (1-0-2 33.33%),
