Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 25d,243 (135-2-106 55.97%),321 (1.32),51 (11-0-40 21.57%),59 (1.16)
30,"Brown, Campbell",29y 284d,197 (82-1-114 41.88%),96 (0.49),38 (7-0-31 18.42%),32 (0.84)
12,"Day, Sam",20y 275d,33 (7-0-26 21.21%),17 (0.52),←,
23,"Dixon, Charlie",22y 258d,29 (8-0-21 27.59%),21 (0.72),←,
33,"Hall, Aaron",22y 211d,19 (7-0-12 36.84%),23 (1.21),←,
5,"Harbrow, Jarrod",24y 325d,116 (51-1-64 44.40%),32 (0.28),46 (11-0-35 23.91%),11 (0.24)
34,"Hutchins, Jack",21y 108d,14 (6-0-8 42.86%),1 (0.07),←,
19,"Lynch, Tom",20y 220d,37 (8-0-29 21.62%),35 (0.95),←,
18,"McKenzie, Trent",21y 66d,46 (10-0-36 21.74%),18 (0.39),←,
29,"Murphy, Tom",27y 81d,104 (59-1-44 57.21%),5 (0.05),9 (4-0-5 44.44%),
22,"Nicholls, Tom",21y 96d,3 (1-0-2 33.33%),,←,
1,"OMeara, Jaeger",19y 105d,11 (5-0-6 45.45%),8 (0.73),←,
43,"Patrick, Liam",25y 96d,12 (4-0-8 33.33%),6 (0.50),←,
10,"Prestia, Dion",20y 239d,41 (7-0-34 17.07%),6 (0.15),←,
35,"Rischitelli, Michael",27y 151d,154 (56-3-95 37.34%),65 (0.42),43 (7-0-36 16.28%),18 (0.42)
8,"Russell, Luke",21y 135d,33 (4-0-29 12.12%),17 (0.52),←,
26,"Shaw, Matt",21y 123d,45 (10-0-35 22.22%),17 (0.38),←,
25,"Stanley, Danny",25y 110d,47 (11-0-36 23.40%),23 (0.49),42 (10-0-32 23.81%),23 (0.55)
39,"Sumner, Timmy",18y 242d,2 (1-0-1 50.00%),,←,
24,"Swallow, David",20y 201d,44 (10-0-34 22.73%),20 (0.45),←,
16,"Thompson, Rory",22y 88d,24 (6-0-18 25.00%),5 (0.21),←,
38,"Wilkinson, Joel",21y 191d,22 (3-0-19 13.64%),1 (0.05),←,
Totals,Totals,22y 348d,1276 (491-8-777 38.48%),737 (0.58),,
C,"McKenna, Guy",44y 28d,55 (11-0-44 20.00%),,←,
