Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
46,"Addison, Dylan",26y 181d,91 (47-1-43 52.20%),30 (0.33),3 (2-0-1 66.67%),
14,"Bugg, Tomas",21y 1d,35 (5-0-30 14.29%),9 (0.26),←,
18,"Cameron, Jeremy",21y 5d,40 (5-0-35 12.50%),98 (2.45),←,
3,"Coniglio, Stephen",20y 112d,33 (5-0-28 15.15%),10 (0.30),←,
48,"Frost, Sam",20y 221d,8 (3-0-5 37.50%),2 (0.25),←,
26,"Giles, Jonathan",26y 88d,45 (5-0-40 11.11%),36 (0.80),←,
4,"Greene, Toby",20y 193d,41 (5-0-36 12.20%),13 (0.32),←,
2,"Hampton, Curtly",21y 27d,38 (4-0-34 10.53%),9 (0.24),←,
19,"Haynes, Nick",21y 323d,22 (3-0-19 13.64%),1 (0.05),←,
33,"Hoskin-Elliott, Will",20y 216d,20 (2-0-18 10.00%),12 (0.60),←,
32,"Hunt, Josh",32y 23d,201 (136-1-64 67.91%),29 (0.14),3 (2-0-1 66.67%),
22,"Kelly, Josh",19y 53d,2 (1-0-1 50.00%),2 (1.00),←,
40,"Kennedy, Adam",21y 268d,37 (5-0-32 13.51%),2 (0.05),←,
41,"Mumford, Shane",27y 275d,103 (71-2-30 69.90%),41 (0.40),3 (2-0-1 66.67%),2 (0.67)
12,"Patton, Jonathon",20y 321d,13 (3-0-10 23.08%),14 (1.08),←,
30,"Plowman, Lachie",19y 207d,8 (1-0-7 12.50%),1 (0.13),←,
9,"Scully, Tom",22y 326d,74 (18-1-55 25.00%),22 (0.30),43 (5-0-38 11.63%),16 (0.37)
23,"Shaw, Heath",28y 130d,176 (112-2-62 64.20%),37 (0.21),3 (2-0-1 66.67%),
10,"Smith, Devon",20y 321d,41 (5-0-36 12.20%),33 (0.80),←,
31,"Townsend, Jacob",20y 290d,21 (3-0-18 14.29%),3 (0.14),←,
17,"Treloar, Adam",21y 28d,41 (5-0-36 12.20%),22 (0.54),←,
8,"Ward, Callan",23y 361d,104 (37-0-67 35.58%),53 (0.51),44 (5-0-39 11.36%),20 (0.45)
Totals,Totals,22y 247d,1194 (481-7-706 40.28%),479 (0.40),,
C,"Cameron, Leon",41y 216d,3 (2-0-1 66.67%),,←,
