Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",21y 255d,68 (36-1-31 53.68%),31 (0.46),←,
3,"Grant, Chris",21y 153d,83 (46-1-36 56.02%),168 (2.02),←,
1,"Grgic, Ilija",22y 71d,16 (10-0-6 62.50%),33 (2.06),←,
7,"Hawkins, Doug",34y 10d,314 (135-4-175 43.63%),212 (0.68),←,
10,"Hunter, Mark",28y 254d,97 (47-2-48 49.48%),3 (0.03),←,
21,"Kolyniuk, Steven",23y 314d,82 (41-1-40 50.61%),94 (1.15),←,
12,"Koster, Kym",21y 103d,6 (3-0-3 50.00%),4 (0.67),←,
35,"Kretiuk, Steven",21y 315d,24 (16-0-8 66.67%),6 (0.25),←,
39,"Liberatore, Tony",28y 93d,111 (63-1-47 57.21%),63 (0.57),←,
9,"Nicholson, Brad",19y 345d,9 (6-0-3 66.67%),1 (0.11),←,
44,"Osborne, Richard",29y 333d,206 (84-0-122 40.78%),453 (2.20),3 (3-0-0 100.00%),3 (1.00)
22,"Quill, Peter",24y 265d,18 (11-0-7 61.11%),6 (0.33),←,
2,"Reynolds, Keenan",25y 128d,60 (34-0-26 56.67%),26 (0.43),←,
34,"Sexton, Ben",21y 198d,27 (15-1-11 57.41%),25 (0.93),←,
8,"Southern, Daniel",19y 134d,7 (4-0-3 57.14%),2 (0.29),←,
17,"Standfield, Barry",24y 91d,59 (34-0-25 57.63%),24 (0.41),←,
29,"Thorpe, Alan",25y 209d,13 (8-1-4 65.38%),24 (1.85),10 (7-0-3 70.00%),19 (1.90)
24,"Wallis, Stephen",29y 200d,212 (113-2-97 53.77%),52 (0.25),←,
25,"Watts, Jason",22y 290d,7 (4-0-3 57.14%),1 (0.14),←,
28,"West, Robert",25y 69d,17 (11-0-6 64.71%),4 (0.24),4 (3-0-1 75.00%),
14,"West, Scott",19y 182d,23 (13-0-10 56.52%),22 (0.96),←,
Totals,Totals,24y 121d,1459 (734-14-711 50.31%),1254 (0.86),,
C,"Joyce, Alan",51y 206d,98 (70-0-28 71.43%),,5 (3-0-2 60.00%),
