Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",22y 11d,25 (19-0-6 76.00%),13 (0.52),←,
18,"Betts, Eddie",29y 240d,246 (112-3-131 46.14%),449 (1.83),62 (37-0-25 59.68%),159 (2.56)
16,"Brown, Luke",23y 305d,84 (47-0-37 55.95%),5 (0.06),←,
23,"Cameron, Charlie",22y 18d,42 (26-0-16 61.90%),49 (1.17),←,
25,"Cheney, Kyle",26y 333d,70 (43-0-27 61.43%),2 (0.03),29 (19-0-10 65.52%),
2,"Crouch, Brad",22y 191d,34 (17-0-17 50.00%),11 (0.32),←,
44,"Crouch, Matt",21y 93d,40 (26-0-14 65.00%),8 (0.20),←,
26,"Douglas, Richard",29y 168d,188 (100-0-88 53.19%),129 (0.69),←,
15,"Hartigan, Kyle",24y 259d,44 (30-0-14 68.18%),,←,
45,"Henderson, Ricky",27y 316d,89 (46-0-43 51.69%),43 (0.48),←,
24,"Jacobs, Sam",28y 104d,144 (78-0-66 54.17%),35 (0.24),127 (71-0-56 55.91%),32 (0.25)
4,"Jenkins, Josh",27y 166d,86 (50-0-36 58.14%),168 (1.95),←,
29,"Laird, Rory",22y 207d,69 (40-0-29 57.97%),6 (0.09),←,
6,"Lever, Jake",20y 140d,29 (19-0-10 65.52%),,←,
27,"Lynch, Tom",25y 312d,76 (47-0-29 61.84%),111 (1.46),70 (43-0-27 61.43%),107 (1.53)
31,"Lyons, Jarryd",24y 1d,48 (29-0-19 60.42%),29 (0.60),←,
41,"McGovern, Mitch",21y 286d,17 (12-0-5 70.59%),21 (1.24),←,
9,"Sloane, Rory",26y 128d,135 (76-0-59 56.30%),81 (0.60),←,
33,"Smith, Brodie",24y 191d,114 (67-0-47 58.77%),32 (0.28),←,
12,"Talia, Daniel",24y 295d,115 (67-0-48 58.26%),6 (0.05),←,
5,"Thompson, Scott",33y 131d,301 (167-0-134 55.48%),160 (0.53),262 (149-0-113 56.87%),143 (0.55)
13,"Walker, Taylor",26y 89d,124 (69-0-55 55.65%),292 (2.35),←,
Totals,Totals,25y 98d,2120 (1187-3-930 55.99%),1650 (0.78),,
C,"Pyke, Don",47y 231d,17 (12-0-5 70.59%),,←,
