Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Bartlett, Trent",23y 219d,54 (26-2-26 50.00%),21 (0.39),15 (8-0-7 53.33%),13 (0.87)
17,"Brown, Nathan",22y 143d,65 (39-1-25 60.77%),56 (0.86),←,
19,"Contessa, Adam",23y 186d,32 (20-1-11 64.06%),7 (0.22),←,
26,"Cox, Simon",23y 159d,37 (17-0-20 45.95%),14 (0.38),←,
16,"Croft, Matthew",27y 127d,123 (72-3-48 59.76%),47 (0.38),←,
11,"Curley, Todd",27y 170d,96 (51-2-43 54.17%),40 (0.42),93 (49-2-42 53.76%),39 (0.42)
21,"Dent, Matthew",28y 167d,109 (44-1-64 40.83%),19 (0.17),62 (40-1-21 65.32%),10 (0.16)
12,"Dooley, Paul",24y 273d,4 (2-0-2 50.00%),2 (0.50),←,
10,"Eagleton, Nathan",21y 235d,73 (35-2-36 49.32%),63 (0.86),17 (9-0-8 52.94%),18 (1.06)
4,"Garlick, Simon",25y 83d,107 (62-1-44 58.41%),71 (0.66),63 (38-1-24 61.11%),44 (0.70)
9,"Hudson, Paul",29y 348d,214 (129-1-84 60.51%),435 (2.03),80 (49-1-30 61.88%),171 (2.14)
25,"Hunter, Kingsley",25y 36d,57 (22-0-35 38.60%),89 (1.56),16 (8-0-8 50.00%),3 (0.19)
6,"Johnson, Brad",23y 350d,140 (74-3-63 53.93%),126 (0.90),←,
35,"Kretiuk, Steven",27y 364d,124 (73-2-49 59.68%),10 (0.08),←,
39,"Liberatore, Tony",34y 142d,244 (132-3-109 54.71%),93 (0.38),←,
27,"Penny, Luke",19y 145d,5 (2-0-3 40.00%),3 (0.60),←,
24,"Plunkett, Jim",21y 342d,8 (5-0-3 62.50%),1 (0.13),←,
30,"Robbins, Matthew",23y 55d,24 (15-1-8 64.58%),5 (0.21),17 (11-1-5 67.65%),5 (0.29)
36,"Romero, Jose",28y 336d,197 (103-1-93 52.54%),166 (0.84),108 (54-1-53 50.46%),68 (0.63)
5,"Smith, Rohan",27y 32d,164 (90-3-71 55.79%),160 (0.98),←,
7,"West, Scott",25y 231d,164 (87-2-75 53.66%),62 (0.38),←,
15,"Wynd, Scott",30y 159d,231 (121-4-106 53.25%),30 (0.13),←,
Totals,Totals,25y 262d,2272 (1221-33-1018 53.74%),1520 (0.67),,
C,"Wallace, Terry",41y 202d,99 (58-1-40 59.09%),,←,
