Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",20y 280d,15 (8-0-7 53.33%),,←,
2,"Crouch, Brad",19y 166d,5 (3-0-2 60.00%),1 (0.20),←,
32,"Dangerfield, Patrick",23y 85d,102 (53-0-49 51.96%),114 (1.12),←,
26,"Douglas, Richard",26y 143d,127 (65-0-62 51.18%),90 (0.71),←,
45,"Henderson, Ricky",24y 291d,50 (24-0-26 48.00%),37 (0.74),←,
24,"Jacobs, Sam",25y 80d,73 (37-0-36 50.68%),16 (0.22),56 (30-0-26 53.57%),13 (0.23)
10,"Jaensch, Matthew",23y 284d,42 (20-0-22 47.62%),18 (0.43),←,
4,"Jenkins, Josh",24y 141d,24 (14-0-10 58.33%),33 (1.38),←,
46,"Laird, Rory",19y 182d,9 (5-0-4 55.56%),1 (0.11),←,
27,"Lynch, Tom",22y 287d,22 (14-0-8 63.64%),29 (1.32),16 (10-0-6 62.50%),25 (1.56)
22,"Otten, Andy",24y 45d,60 (31-0-29 51.67%),7 (0.12),←,
40,"Porplyzia, Jason",28y 214d,122 (73-0-49 59.84%),175 (1.43),←,
3,"Reilly, Brent",29y 229d,193 (106-0-87 54.92%),52 (0.27),←,
43,"Riley, Aidan",21y 198d,11 (8-0-3 72.73%),5 (0.45),←,
25,"Rutten, Ben",30y 32d,207 (119-0-88 57.49%),8 (0.04),←,
9,"Sloane, Rory",23y 104d,70 (37-0-33 52.86%),42 (0.60),←,
33,"Smith, Brodie",21y 166d,45 (26-0-19 57.78%),9 (0.20),←,
12,"Talia, Daniel",21y 270d,45 (27-0-18 60.00%),3 (0.07),←,
5,"Thompson, Scott",30y 107d,236 (131-0-105 55.51%),143 (0.61),197 (113-0-84 57.36%),126 (0.64)
7,"van Berlo, Nathan",27y 23d,173 (99-0-74 57.23%),60 (0.35),←,
17,"Vince, Bernie",27y 270d,120 (64-0-56 53.33%),76 (0.63),←,
11,"Wright, Matthew",23y 197d,51 (27-0-24 52.94%),37 (0.73),←,
Totals,Totals,24y 189d,1802 (991-0-811 54.99%),956 (0.53),,
C,"Sanderson, Brenton",39y 122d,38 (24-0-14 63.16%),,←,
