North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 92d,134 (67-1-66 50.37%),143 (1.07),←,
11,"Archer, Glenn",21y 155d,47 (26-0-21 55.32%),14 (0.30),←,
12,"Blakey, John",28y 33d,173 (74-0-99 42.77%),46 (0.27),38 (22-0-16 57.89%),8 (0.21)
40,"Capuano, Mathew",18y 358d,3 (1-0-2 33.33%),1 (0.33),←,
18,"Carey, Wayne",23y 91d,95 (52-0-43 54.74%),228 (2.40),←,
27,"Crocker, Darren",27y 153d,128 (57-1-70 44.92%),80 (0.63),←,
6,"Fairley, Ian",29y 342d,171 (83-2-86 49.12%),148 (0.87),←,
29,"German, Peter",29y 205d,184 (88-3-93 48.64%),201 (1.09),←,
26,"Ishchenko, Alex",30y 128d,130 (57-0-73 43.85%),37 (0.28),58 (31-0-27 53.45%),12 (0.21)
7,"Laidley, Dani",27y 152d,90 (52-1-37 58.33%),12 (0.13),38 (23-0-15 60.53%),1 (0.03)
35,"Longmire, John",23y 238d,130 (63-1-66 48.85%),422 (3.25),←,
4,"Martyn, Mick",25y 360d,131 (65-1-65 50.00%),11 (0.08),←,
41,"McAdam, Adrian",23y 167d,32 (20-0-12 62.50%),86 (2.69),←,
31,"McKernan, Corey",20y 250d,19 (12-0-7 63.16%),20 (1.05),←,
13,"Nichols, Trent",25y 141d,76 (27-1-48 36.18%),76 (1.00),16 (10-0-6 62.50%),27 (1.69)
3,"Rock, Anthony",23y 331d,85 (47-0-38 55.29%),74 (0.87),←,
1,"Romero, Jose",23y 25d,87 (47-0-40 54.02%),97 (1.11),←,
2,"Schwass, Wayne",25y 272d,119 (59-0-60 49.58%),67 (0.56),←,
24,"Sholl, Craig",26y 239d,106 (56-0-50 52.83%),19 (0.18),←,
15,"Smith, Ross",29y 204d,193 (93-2-98 48.70%),34 (0.18),←,
10,"Stevens, Anthony",23y 55d,84 (44-0-40 52.38%),34 (0.40),←,
Totals,Totals,25y 155d,2217 (1090-13-1114 49.17%),1850 (0.83),,
C,"Pagan, Denis",46y 336d,42 (25-0-17 59.52%),,←,
