Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
5,"Caldwell, Jye",19y 330d,10 (3-0-7 30.00%),,←,
18,"Cameron, Jeremy",27y 144d,166 (75-3-88 46.08%),421 (2.54),←,
3,"Coniglio, Stephen",26y 252d,145 (68-1-76 47.24%),83 (0.57),←,
35,"Corr, Aidan",26y 98d,95 (45-3-47 48.95%),2 (0.02),←,
16,"Daniels, Brent",21y 167d,45 (27-0-18 60.00%),16 (0.36),←,
4,"Greene, Toby",26y 333d,153 (70-1-82 46.08%),180 (1.18),←,
19,"Haynes, Nick",28y 97d,140 (69-3-68 50.36%),9 (0.06),←,
37,"Hill, Bobby",20y 196d,10 (5-0-5 50.00%),7 (0.70),←,
27,"Himmelberg, Harry",24y 107d,77 (48-1-28 62.99%),90 (1.17),←,
2,"Hopper, Jacob",23y 199d,79 (49-1-29 62.66%),30 (0.38),←,
25,"Keeffe, Lachlan",30y 131d,66 (38-0-28 57.58%),14 (0.21),26 (13-0-13 50.00%),7 (0.27)
22,"Kelly, Josh",25y 193d,129 (73-2-54 57.36%),82 (0.64),←,
40,"Kennedy, Adam",28y 42d,117 (46-0-71 39.32%),12 (0.10),←,
38,"Lloyd, Daniel",28y 187d,46 (26-3-17 59.78%),35 (0.76),←,
41,"Mumford, Shane",34y 49d,198 (128-4-66 65.66%),53 (0.27),98 (59-2-37 61.22%),14 (0.14)
36,"Perryman, Harry",21y 248d,48 (25-1-22 53.13%),13 (0.27),←,
26,"Riccardi, Jake",20y 290d,1 (0-0-1 0.00%),2 (2.00),←,
23,"Shaw, Heath",34y 270d,320 (194-5-121 61.41%),41 (0.13),147 (84-3-60 58.16%),4 (0.03)
14,"Taranto, Tim",22y 208d,69 (42-1-26 61.59%),27 (0.39),←,
8,"Ward, Callan",30y 135d,224 (100-3-121 45.31%),110 (0.49),164 (68-3-93 42.38%),77 (0.47)
6,"Whitfield, Lachie",26y 36d,145 (71-3-71 50.00%),61 (0.42),←,
29,"Williams, Zac",25y 338d,109 (57-0-52 52.29%),25 (0.23),←,
Totals,Totals,26y 35d,2392 (1259-35-1098 52.63%),1313 (0.55),,
C,"Cameron, Leon",47y 356d,155 (85-3-67 55.81%),,←,
