North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",7,5,10,17,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Anderson, Stuart",12,5,10,22,,,,,,,,,1.0,2.0,,,,,,,,,
11,"Archer, Glenn",8,5,1,9,3,1.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
14,"Armstrong, Matt",12,2,6,18,,1.0,,1.0,,,,,,,,,,,,,,,
12,"Blakey, John",8,2,3,11,,,,1.0,,,,,1.0,,,,,,,,,,
9,"Campbell, Warren",4,,1,5,1,,,2.0,,,,,,1.0,,,,,,,,,
16,"Capuano, Mathew",10,8,11,21,1,1.0,11.0,2.0,,,,,1.0,2.0,2.0,,,,,,,,
18,"Carey, Wayne",15,9,6,21,3,2.0,,,,,,,1.0,,,,,,,,,,
25,"Daniltchenko, Jason",9,1,2,11,,3.0,,1.0,,,,,,,,,,,,,,,
6,"Fairley, Ian",11,5,7,18,,,,,,,,,,1.0,,,,,,,,,
34,"King, David",6,2,2,8,,,,,,,,,2.0,,,,,,,,,,
7,"Laidley, Dani",16,6,11,27,,,,,,,,,1.0,2.0,1.0,,,,,,,,
35,"Longmire, John",9,4,6,15,,,,1.0,,,,,3.0,2.0,,,,,,,,,
31,"McKernan, Corey",9,9,8,17,1,1.0,3.0,,,,,,,1.0,,,,,,,,,
3,"Rock, Anthony",14,8,6,20,1,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
2,"Schwass, Wayne",4,3,2,6,1,,,2.0,,,,,,,,,,,,,,,
8,"Scott, Robert",11,1,6,17,2,1.0,,3.0,,,,,,1.0,,,,,,,,,
24,"Sholl, Craig",9,3,6,15,,,,1.0,,,,,,,,,,,,,,,
15,"Smith, Ross",15,5,5,20,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",11,2,5,16,2,,,1.0,,,,,2.0,2.0,,,,,,,,,
36,"Stevens, Mark",5,3,2,7,3,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,88,116,321,20,13.0,16.0,23.0,,,,,17.0,18.0,3.0,,,,,,,,
Opposition,Opposition,194,76,127,321,13,11.0,21.0,20.0,,,,,18.0,17.0,3.0,,,,,,,,
