Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",7,4,4,11,2,1.0,,,1.0,3.0,1.0,2.0,,1.0,,5.0,6.0,1.0,1.0,,,1.0,78.0
46,"Cottrell, Matthew",7,1,4,11,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,2.0,9.0,,,1.0,,,74.0
9,"Cripps, Patrick",7,4,18,25,,,,10.0,,3.0,5.0,1.0,1.0,1.0,,12.0,13.0,,,1.0,2.0,1.0,85.0
35,"Curnow, Ed",17,3,11,28,,1.0,,9.0,1.0,5.0,5.0,7.0,3.0,2.0,,12.0,16.0,,1.0,3.0,,2.0,87.0
12,"De Koning, Tom",9,5,5,14,1,,12.0,1.0,,2.0,2.0,5.0,1.0,2.0,,7.0,9.0,2.0,1.0,,,,77.0
15,"Docherty, Sam",16,6,10,26,,,,5.0,3.0,6.0,4.0,4.0,2.0,,,11.0,16.0,2.0,,2.0,1.0,,84.0
8,"Fogarty, Lachie",7,5,5,12,,,,8.0,,,,,1.0,,,4.0,7.0,,,,,,73.0
40,"Gibbons, Michael",11,6,6,17,1,,,1.0,3.0,2.0,,,,,,1.0,16.0,,1.0,1.0,,1.0,78.0
36,"Honey, Josh",,,,,,,,,,,,,,,,,,,,,,,
14,"Jones, Liam",11,5,1,12,,,,1.0,1.0,2.0,,2.0,2.0,,,6.0,5.0,2.0,,14.0,,,99.0
10,"McKay, Harry",5,4,1,6,2,,,,,3.0,,3.0,2.0,1.0,,5.0,3.0,2.0,,2.0,,,87.0
3,"Murphy, Marc",11,2,7,18,1,,,3.0,1.0,4.0,4.0,,2.0,,,7.0,10.0,,,2.0,,1.0,78.0
24,"Newman, Nic",12,5,9,21,,,,5.0,3.0,,,1.0,1.0,,,7.0,10.0,1.0,,1.0,5.0,,82.0
44,"Owies, Matthew",6,6,3,9,2,,,2.0,1.0,1.0,,,1.0,,,3.0,6.0,1.0,2.0,,,1.0,74.0
27,"Pittonet, Marc",3,4,10,13,1,,30.0,,2.0,2.0,4.0,2.0,1.0,1.0,,8.0,5.0,,1.0,4.0,,,84.0
20,"Plowman, Lachie",5,2,6,11,,,,2.0,1.0,1.0,,1.0,,1.0,,4.0,6.0,1.0,,5.0,,,88.0
42,"Saad, Adam",20,8,6,26,,1.0,,1.0,7.0,4.0,1.0,,1.0,,,5.0,21.0,,1.0,4.0,3.0,,81.0
43,"Setterfield, Will",13,8,8,21,,2.0,,3.0,1.0,6.0,6.0,5.0,,4.0,,7.0,14.0,,,1.0,,,78.0
1,"Silvagni, Jack",8,5,2,10,1,,,3.0,,4.0,,3.0,,1.0,,4.0,6.0,2.0,1.0,2.0,2.0,,78.0
13,"Stocker, Liam",11,6,5,16,,1.0,,,1.0,2.0,,1.0,1.0,,,5.0,11.0,,,3.0,,,84.0
18,"Walsh, Sam",13,4,17,30,1,,,6.0,2.0,5.0,4.0,7.0,1.0,4.0,3.0,17.0,15.0,1.0,,3.0,,2.0,85.0
23,"Weitering, Jacob",12,6,2,14,,,,,4.0,2.0,,3.0,,,1.0,6.0,7.0,2.0,,10.0,,,87.0
6,"Williams, Zac",20,4,6,26,1,,,2.0,7.0,2.0,1.0,1.0,1.0,,,7.0,16.0,,,1.0,4.0,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,103,146,377,13,8.0,42.0,64.0,40.0,60.0,37.0,49.0,21.0,19.0,4.0,145.0,227.0,17.0,9.0,60.0,17.0,9.0,
Opposition,Opposition,208,66,178,386,9,9.0,36.0,75.0,46.0,49.0,45.0,59.0,19.0,21.0,2.0,150.0,239.0,7.0,8.0,61.0,4.0,7.0,
