Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 135d,142 (58-2-82 41.55%),37 (0.26),←,
17,"Beams, Claye",21y 210d,14 (4-0-10 28.57%),12 (0.86),←,
8,"Bewick, Rohan",23y 171d,29 (12-0-17 41.38%),23 (0.79),←,
16,"Brown, Jonathan",31y 152d,231 (135-3-93 59.09%),546 (2.36),←,
44,"Cornelius, Aaron",22y 305d,23 (5-0-18 21.74%),33 (1.43),←,
41,"Golby, Mitch",21y 178d,22 (8-0-14 36.36%),,←,
6,"Green, Josh",20y 218d,18 (9-0-9 50.00%),15 (0.83),←,
11,"Hanley, Pearce",24y 135d,57 (17-0-40 29.82%),13 (0.23),←,
28,"Karnezis, Patrick",20y 341d,19 (3-0-16 15.79%),24 (1.26),←,
5,"Longer, Billy",19y 322d,6 (1-0-5 16.67%),,←,
36,"Maguire, Matt",28y 304d,145 (70-1-74 48.62%),19 (0.13),46 (16-0-30 34.78%),
12,"Martin, Stefan",26y 133d,58 (14-1-43 25.00%),24 (0.41),1 (0-0-1 0.00%),1 (1.00)
9,"McGrath, Ashley",29y 314d,189 (91-2-96 48.68%),146 (0.77),←,
21,"Merrett, Daniel",28y 108d,136 (57-3-76 43.01%),43 (0.32),←,
3,"Moloney, Brent",29y 61d,146 (49-3-94 34.59%),38 (0.26),1 (0-0-1 0.00%),1 (1.00)
24,"Patfull, Joel",28y 113d,140 (56-3-81 41.07%),21 (0.15),←,
31,"Polkinghorne, James",24y 68d,82 (31-1-50 38.41%),48 (0.59),←,
30,"Redden, Jack",22y 111d,77 (27-1-49 35.71%),36 (0.47),←,
10,"Rich, Daniel",22y 296d,83 (32-1-50 39.16%),55 (0.66),←,
38,"Rockliff, Tom",23y 36d,63 (18-0-45 28.57%),34 (0.54),←,
26,"Yeo, Elliot",19y 180d,9 (3-0-6 33.33%),,←,
15,"Zorko, Dayne",24y 49d,17 (8-0-9 47.06%),16 (0.94),←,
Totals,Totals,24y 212d,1706 (708-21-977 41.50%),1183 (0.69),,
C,"Voss, Michael",37y 266d,91 (35-1-55 39.01%),,←,
