Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14 ↑,"Bird, Craig",4,1,9,13,,,,5.0,1.0,1.0,2.0,4.0,,2.0,,6.0,7.0,,,1.0,1.0,,54.0
7,"Cunningham, Harry",7,3,6,13,,,,5.0,2.0,3.0,2.0,,1.0,,,6.0,7.0,,,3.0,1.0,,82.0
23,"Franklin, Lance",12,7,6,18,3,3.0,,3.0,,2.0,,5.0,2.0,3.0,,6.0,13.0,1.0,2.0,1.0,,,90.0
37,"Goodes, Adam",7,1,4,11,1,1.0,,2.0,1.0,3.0,,,1.0,,,5.0,5.0,,1.0,4.0,1.0,1.0,90.0
39,"Grundy, Heath",12,7,7,19,,,,2.0,2.0,2.0,,1.0,1.0,,,3.0,15.0,1.0,,2.0,,,100.0
4,"Hannebery, Dan",13,4,14,27,1,1.0,,6.0,,4.0,3.0,1.0,1.0,,,14.0,13.0,,1.0,4.0,,2.0,84.0
15,"Jack, Kieren",12,5,9,21,1,2.0,,9.0,2.0,5.0,4.0,1.0,3.0,,,10.0,11.0,,,1.0,,1.0,91.0
32,"Jetta, Lewis",17,4,8,25,1,2.0,,4.0,2.0,7.0,3.0,3.0,,1.0,,8.0,19.0,,2.0,1.0,2.0,1.0,79.0
12,"Kennedy, Josh",6,5,16,22,,,,7.0,,1.0,8.0,2.0,,,,13.0,9.0,,1.0,,1.0,,84.0
44,"Lloyd, Jake",13,7,11,24,,,,4.0,2.0,4.0,2.0,2.0,1.0,,,6.0,18.0,,,,,,80.0
9 ↓,"Malceski, Nick",2,,1,3,,1.0,,,,1.0,,,,,,,3.0,,,,,,10.0
21,"McGlynn, Ben",13,2,6,19,3,,,3.0,1.0,,4.0,2.0,3.0,,,10.0,9.0,1.0,1.0,1.0,,,87.0
3,"McVeigh, Jarrad",12,4,7,19,,,,3.0,3.0,5.0,1.0,1.0,,1.0,,5.0,13.0,,1.0,5.0,,1.0,93.0
26,"Parker, Luke",15,3,17,32,1,1.0,2.0,6.0,5.0,3.0,6.0,6.0,1.0,1.0,,19.0,12.0,1.0,,4.0,,,84.0
38,"Pyke, Mike",6,2,8,14,1,1.0,22.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,,10.0,4.0,1.0,,6.0,,,83.0
24,"Rampe, Dane",8,1,5,13,,,,3.0,5.0,1.0,,,,,,3.0,10.0,,,3.0,1.0,,91.0
20,"Reid, Sam",5,3,3,8,,,,2.0,,1.0,,,1.0,,,4.0,5.0,,1.0,2.0,,1.0,92.0
25,"Richards, Ted",9,5,9,18,,,,2.0,3.0,,,1.0,1.0,1.0,,4.0,11.0,,,13.0,,,98.0
16,"Rohan, Gary",9,,4,13,,,,1.0,3.0,3.0,,3.0,2.0,1.0,,7.0,7.0,,,8.0,1.0,,76.0
2,"Shaw, Rhyce",13,3,10,23,,,,1.0,1.0,4.0,,1.0,,,,5.0,14.0,,,2.0,1.0,2.0,76.0
40,"Smith, Nick",10,4,15,25,,,,,1.0,,1.0,1.0,1.0,,,9.0,16.0,2.0,,5.0,,,90.0
8,"Tippett, Kurt",5,4,8,13,1,1.0,8.0,,,1.0,1.0,1.0,,,,11.0,3.0,3.0,2.0,2.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,75,183,393,13,15.0,32.0,71.0,36.0,54.0,39.0,38.0,20.0,12.0,,164.0,224.0,10.0,12.0,68.0,9.0,9.0,
Opposition,Opposition,205,81,146,351,10,9.0,56.0,72.0,35.0,47.0,42.0,46.0,12.0,20.0,,166.0,193.0,16.0,8.0,45.0,5.0,7.0,
