Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Bentick, Adam",15,7,9,24,,,,4.0,1.0,5.0,2.0,3.0,,2.0,,3.0,21.0,,,4.0,2.0,,82.0
19,"Betts, Eddie",11,6,5,16,1,1.0,,4.0,2.0,3.0,1.0,5.0,,1.0,,8.0,8.0,,,3.0,5.0,1.0,92.0
44,"Carrazzo, Andrew",16,13,7,23,,3.0,,1.0,1.0,4.0,1.0,6.0,,2.0,,7.0,16.0,1.0,4.0,,,1.0,100.0
26,"De Luca, Adrian",8,11,10,18,,,1.0,,,3.0,1.0,3.0,1.0,1.0,,3.0,15.0,,,,,,77.0
14,"Fisher, Brad",13,11,4,17,1,2.0,,,5.0,1.0,,3.0,,,,4.0,12.0,2.0,3.0,,2.0,,89.0
11,"French, Barnaby",3,3,6,9,,,20.0,3.0,,,3.0,,1.0,,,4.0,5.0,,,1.0,,,80.0
33,"Houlihan, Ryan",20,5,15,35,,,,,2.0,4.0,7.0,1.0,1.0,,,12.0,21.0,,,2.0,3.0,,95.0
43,"Koutoufides, Anthony",6,5,7,13,2,,2.0,5.0,,2.0,2.0,3.0,2.0,1.0,,7.0,8.0,2.0,1.0,1.0,,1.0,93.0
12,"Lappin, Matthew",16,7,7,23,,,,2.0,2.0,1.0,,5.0,,2.0,,4.0,17.0,1.0,,2.0,6.0,1.0,96.0
20,"McGrath, Cory",4,2,5,9,,,,2.0,1.0,1.0,1.0,3.0,,1.0,,3.0,5.0,,,1.0,1.0,,65.0
10,"McLaren, Dylan",,2,5,5,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,3.0,,,,,,25.0
3,"Murphy, Marc",4,2,7,11,,,,3.0,,2.0,1.0,1.0,1.0,,,4.0,7.0,,,2.0,,,71.0
17,"OhAilpin, Setanta",1,1,2,3,,,,1.0,,,,3.0,,1.0,,2.0,1.0,,1.0,1.0,,,49.0
2,"Russell, Jordan",3,,1,4,,1.0,,3.0,1.0,1.0,,,1.0,,,2.0,2.0,,,4.0,,,55.0
9,"Saddington, Jason",6,4,6,12,,,,1.0,2.0,,,1.0,,,,4.0,9.0,1.0,,4.0,1.0,,100.0
29,"Scotland, Heath",18,4,12,30,,,,3.0,4.0,2.0,6.0,3.0,3.0,,,10.0,21.0,,,1.0,3.0,,100.0
6,"Simpson, Kade",8,5,1,9,,,,4.0,2.0,3.0,2.0,,,,,2.0,7.0,1.0,,4.0,1.0,,91.0
24,"Stevens, Nick",20,8,9,29,2,,,5.0,2.0,5.0,6.0,1.0,1.0,,,9.0,20.0,,1.0,1.0,3.0,,100.0
15,"Teague, David",4,1,1,5,,,,4.0,,1.0,1.0,,1.0,,,1.0,2.0,,,2.0,,,45.0
32,"Thornton, Bret",7,4,3,10,,,,1.0,3.0,,,1.0,,,,2.0,8.0,,,6.0,1.0,,100.0
1,"Walker, Andrew",12,7,9,21,,1.0,,1.0,7.0,,,1.0,3.0,,,10.0,12.0,1.0,,6.0,1.0,,100.0
8,"Whitnall, Lance",18,16,3,21,3,2.0,2.0,2.0,,7.0,,2.0,1.0,,2.0,10.0,12.0,5.0,6.0,3.0,2.0,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,124,134,347,9,14.0,27.0,50.0,36.0,45.0,35.0,46.0,16.0,12.0,2.0,113.0,232.0,14.0,16.0,48.0,31.0,4.0,
Opposition,Opposition,241,151,148,389,15,10.0,31.0,38.0,39.0,53.0,27.0,46.0,12.0,16.0,4.0,106.0,282.0,6.0,16.0,47.0,6.0,13.0,
