Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Casboult, Levi",7,5,4,11,3,,8.0,1.0,,1.0,,2.0,1.0,,,7.0,4.0,3.0,4.0,1.0,,,79.0
9,"Cripps, Patrick",5,5,32,37,,,,2.0,,1.0,11.0,6.0,,3.0,3.0,16.0,21.0,1.0,,2.0,,,89.0
35,"Curnow, Ed",9,2,7,16,,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,,,5.0,9.0,,,,,1.0,79.0
2,"Dow, Paddy",12,2,5,17,1,1.0,,3.0,1.0,4.0,2.0,1.0,2.0,,,7.0,10.0,,,1.0,2.0,1.0,78.0
25,"Fisher, Zac",14,6,14,28,1,,,3.0,2.0,5.0,7.0,2.0,,1.0,,10.0,18.0,,1.0,1.0,,2.0,82.0
40,"Gibbons, Michael",16,6,5,21,1,1.0,,3.0,1.0,5.0,,1.0,1.0,1.0,,2.0,18.0,,1.0,2.0,,1.0,80.0
14,"Jones, Liam",5,5,,5,,,,1.0,1.0,,,1.0,,1.0,,1.0,4.0,1.0,,2.0,,,91.0
8,"Kreuzer, Matthew",9,4,5,14,,1.0,25.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,,10.0,5.0,2.0,1.0,1.0,,,80.0
22,"Marchbank, Caleb",6,3,6,12,,,,2.0,2.0,1.0,1.0,2.0,,,,4.0,9.0,,,4.0,,,79.0
11,"McGovern, Mitch",7,4,2,9,1,1.0,,,,3.0,1.0,3.0,,2.0,,2.0,5.0,,1.0,1.0,,,80.0
10,"McKay, Harry",15,11,5,20,4,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,,1.0,13.0,7.0,5.0,4.0,3.0,4.0,,82.0
3,"Murphy, Marc",18,6,10,28,1,,,2.0,,2.0,2.0,3.0,1.0,1.0,,7.0,22.0,,,,,1.0,87.0
24,"Newman, Nic",19,9,2,21,,,,2.0,10.0,2.0,,4.0,,2.0,,3.0,13.0,,,2.0,,1.0,79.0
4,"OBrien, Lochie",6,4,1,7,,,,1.0,,2.0,,,1.0,,,2.0,5.0,,,,,,69.0
5,"Petrevski-Seton, Sam",14,7,21,35,1,1.0,,,2.0,4.0,7.0,4.0,,2.0,2.0,15.0,23.0,,1.0,2.0,,,85.0
20,"Plowman, Lachie",14,8,8,22,,,,1.0,2.0,2.0,,1.0,,,,6.0,14.0,1.0,,4.0,,,94.0
29,"Polson, Cameron",,,4,4,,,,2.0,,1.0,,1.0,,,,,4.0,,,3.0,,,61.0
1,"Silvagni, Jack",11,9,7,18,1,1.0,,3.0,1.0,3.0,,4.0,,2.0,,3.0,14.0,,3.0,1.0,,2.0,76.0
6,"Simpson, Kade",16,4,4,20,,,,6.0,8.0,2.0,,2.0,1.0,1.0,,5.0,11.0,,,3.0,,1.0,94.0
39,"Thomas, Dale",10,5,4,14,,,,1.0,5.0,2.0,,6.0,1.0,4.0,,2.0,10.0,,,3.0,,,75.0
18,"Walsh, Sam",15,9,11,26,1,,,4.0,2.0,,2.0,2.0,,1.0,,7.0,21.0,,,1.0,,1.0,87.0
23,"Weitering, Jacob",9,4,2,11,,,,,5.0,1.0,,2.0,,,,5.0,5.0,1.0,,3.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,118,159,396,15,11.0,36.0,42.0,44.0,48.0,42.0,53.0,12.0,22.0,6.0,132.0,252.0,14.0,16.0,40.0,6.0,11.0,
Opposition,Opposition,193,88,162,355,7,15.0,30.0,60.0,33.0,53.0,26.0,49.0,22.0,12.0,,134.0,209.0,12.0,12.0,41.0,15.0,6.0,
