Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",18,6,14,32,1,,,8.0,2.0,10.0,10.0,11.0,2.0,3.0,3.0,19.0,15.0,2.0,1.0,4.0,,2.0,87.0
17,"Bruce, Josh",12,11,3,15,5,2.0,5.0,3.0,,1.0,,3.0,1.0,2.0,2.0,6.0,8.0,3.0,6.0,,,,83.0
12,"Cordy, Zaine",6,6,3,9,,,,2.0,2.0,,1.0,1.0,1.0,,,3.0,7.0,,,9.0,,,99.0
9,"Crozier, Hayden",12,8,6,18,,,,,1.0,2.0,,1.0,,,,3.0,14.0,1.0,,1.0,,,81.0
31,"Dale, Bailey",20,3,7,27,,,,1.0,3.0,2.0,2.0,4.0,,,,5.0,15.0,,,3.0,1.0,1.0,87.0
35,"Daniel, Caleb",16,9,6,22,,1.0,,1.0,4.0,1.0,1.0,1.0,,,,5.0,17.0,2.0,1.0,,,,80.0
15,"Duryea, Taylor",17,5,6,23,,,,,4.0,5.0,2.0,2.0,1.0,,,4.0,15.0,,,3.0,,,80.0
29,"Hannan, Mitch",6,5,1,7,,1.0,,1.0,,3.0,,3.0,1.0,1.0,,3.0,4.0,1.0,2.0,,,,80.0
7,"Hunter, Lachie",11,2,3,14,2,1.0,,4.0,3.0,2.0,1.0,1.0,2.0,,,6.0,9.0,,,3.0,,1.0,88.0
39,"Johannisen, Jason",5,4,1,6,1,,,,,4.0,,1.0,,,,1.0,5.0,,1.0,,,2.0,81.0
42,"Keath, Alex",11,7,4,15,,,,3.0,3.0,,,2.0,2.0,2.0,,8.0,7.0,3.0,,5.0,,,98.0
24,"Khamis, Buku",7,1,4,11,,,,1.0,1.0,1.0,,3.0,1.0,2.0,,5.0,5.0,,,4.0,,,65.0
21,"Liberatore, Tom",9,2,18,27,,,,5.0,,5.0,13.0,2.0,1.0,,,17.0,10.0,,,3.0,,,74.0
27,"Lipinski, Patrick",4,3,8,12,1,,,5.0,3.0,1.0,1.0,2.0,,1.0,,1.0,11.0,,1.0,1.0,,,78.0
11,"Macrae, Jack",17,3,15,32,,,,2.0,2.0,11.0,4.0,2.0,3.0,,,13.0,20.0,,1.0,2.0,,,84.0
30,"McNeil, Lachlan",4,1,7,11,,1.0,,5.0,,,1.0,,2.0,,,9.0,3.0,,,3.0,,1.0,74.0
33,"Naughton, Aaron",6,6,3,9,2,1.0,1.0,1.0,,,,4.0,1.0,2.0,,4.0,6.0,3.0,4.0,,,1.0,89.0
28,"Scott, Anthony",6,2,6,12,2,,,2.0,,2.0,1.0,2.0,1.0,,,5.0,8.0,,1.0,1.0,,1.0,74.0
6,"Smith, Bailey",10,6,6,16,,1.0,,,2.0,2.0,1.0,7.0,,2.0,,1.0,15.0,,1.0,,,1.0,80.0
41,"Sweet, Jordon",4,1,5,9,1,,17.0,5.0,,2.0,1.0,5.0,3.0,2.0,,4.0,6.0,,,2.0,,,87.0
1,"Treloar, Adam",12,3,11,23,1,,,9.0,,4.0,4.0,5.0,,2.0,,7.0,16.0,,,1.0,1.0,1.0,76.0
14,"West, Rhylee",,,,,,,,,,,,,,,,,,,,,,,
10,"Wood, Easton",8,4,1,9,,,,,1.0,2.0,,1.0,,,,2.0,6.0,,,7.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,98,138,359,16,11.0,23.0,58.0,31.0,60.0,43.0,63.0,22.0,19.0,5.0,131.0,222.0,15.0,19.0,52.0,2.0,11.0,
Opposition,Opposition,199,83,121,320,13,13.0,42.0,46.0,44.0,44.0,27.0,63.0,19.0,22.0,1.0,132.0,187.0,15.0,11.0,41.0,8.0,11.0,
