Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",28y 264d,77 (43-1-33 56.49%),55 (0.71),76 (43-1-32 57.24%),55 (0.72)
46,"Cox, Mason",33y 24d,118 (71-0-47 60.17%),117 (0.99),←,
25,"Crisp, Jack",30y 188d,231 (124-2-105 54.11%),75 (0.32),213 (117-2-94 55.40%),65 (0.31)
7,"Daicos, Josh",25y 133d,108 (63-1-44 58.80%),58 (0.54),←,
35,"Daicos, Nick",21y 95d,52 (37-0-15 71.15%),29 (0.56),←,
2,"de Goey, Jordan",28y 23d,163 (91-2-70 56.44%),193 (1.18),←,
5,"Elliott, Jamie",31y 230d,184 (112-2-70 61.41%),276 (1.50),←,
17,"Frampton, Billy",27y 139d,43 (25-0-18 58.14%),19 (0.44),19 (15-0-4 78.95%),7 (0.37)
23,"Hill, Bobby",24y 58d,70 (40-1-29 57.86%),75 (1.07),29 (23-0-6 79.31%),41 (1.41)
32,"Hoskin-Elliott, Will",30y 218d,208 (103-2-103 50.00%),170 (0.82),156 (91-2-63 58.97%),128 (0.82)
38,"Howe, Jeremy",33y 283d,237 (100-2-135 42.62%),98 (0.41),137 (78-2-57 57.66%),18 (0.13)
1,"Lipinski, Patrick",25y 265d,100 (60-0-40 60.00%),46 (0.46),44 (29-0-15 65.91%),16 (0.36)
4,"Maynard, Brayden",27y 200d,191 (102-2-87 53.93%),18 (0.09),←,
31,"McCreery, Beau",22y 354d,65 (41-0-24 63.08%),46 (0.71),←,
26,"McInnes, Reef",21y 117d,14 (8-0-6 57.14%),11 (0.79),←,
41,"Mihocek, Brody",31y 63d,131 (79-1-51 60.69%),220 (1.68),←,
6,"Mitchell, Tom",30y 312d,201 (110-3-88 55.47%),84 (0.42),30 (23-0-7 76.67%),8 (0.27)
30,"Moore, Darcy",28y 73d,155 (82-2-71 53.55%),67 (0.43),←,
9,"Noble, John",27y 13d,95 (56-1-38 59.47%),7 (0.07),←,
10,"Pendlebury, Scott",36y 91d,388 (235-3-150 60.95%),195 (0.50),←,
3,"Quaynor, Isaac",24y 83d,90 (52-0-38 57.78%),3 (0.03),←,
8,"Schultz, Lachie",26y 129d,95 (45-1-49 47.89%),106 (1.12),5 (2-0-3 40.00%),5 (1.00)
22,"Sidebottom, Steele",33y 96d,313 (189-4-120 61.02%),190 (0.61),←,
Totals,Totals,28y 87d,3329 (1868-30-1431 56.11%),2158 (0.65),,
C,"McRae, Craig",50y 198d,56 (40-0-16 71.43%),,←,
