Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
23,"Franklin, Lance",28y 99d,210 (130-1-79 62.14%),675 (3.21),28 (21-0-7 75.00%),95 (3.39)
37,"Goodes, Adam",35y 121d,355 (205-5-145 58.45%),442 (1.25),←,
39,"Grundy, Heath",28y 341d,170 (105-2-63 62.35%),23 (0.14),←,
4,"Hannebery, Dan",24y 74d,126 (81-2-43 65.08%),58 (0.46),←,
5,"Heeney, Isaac",19y 4d,5 (4-0-1 80.00%),5 (1.00),←,
15,"Jack, Kieren",27y 315d,169 (102-3-64 61.24%),124 (0.73),←,
32,"Jetta, Lewis",26y 5d,109 (72-2-35 66.97%),90 (0.83),←,
12,"Kennedy, Josh",26y 323d,140 (89-2-49 64.29%),82 (0.59),127 (84-2-41 66.93%),78 (0.61)
11,"Laidler, Jeremy",25y 277d,51 (35-1-15 69.61%),6 (0.12),25 (20-0-5 80.00%),4 (0.16)
44,"Lloyd, Jake",21y 231d,27 (22-0-5 81.48%),10 (0.37),←,
21,"McGlynn, Ben",29y 276d,147 (88-2-57 60.54%),167 (1.14),103 (65-2-36 64.08%),139 (1.35)
3,"McVeigh, Jarrad",30y 32d,249 (152-4-93 61.85%),173 (0.69),←,
6,"Mitchell, Tom",21y 343d,22 (12-0-10 54.55%),13 (0.59),←,
26,"Parker, Luke",22y 196d,88 (59-1-28 67.61%),64 (0.73),←,
38,"Pyke, Mike",31y 46d,96 (61-1-34 64.06%),45 (0.47),←,
24,"Rampe, Dane",24y 341d,54 (37-1-16 69.44%),4 (0.07),←,
20,"Reid, Sam",23y 133d,81 (57-2-22 71.60%),78 (0.96),←,
25,"Richards, Ted",32y 118d,237 (144-4-89 61.60%),32 (0.14),204 (125-4-75 62.25%),13 (0.06)
16,"Rohan, Gary",23y 336d,49 (29-1-19 60.20%),32 (0.65),←,
2,"Shaw, Rhyce",33y 205d,219 (123-1-95 56.39%),43 (0.20),125 (75-1-49 60.40%),23 (0.18)
40,"Smith, Nick",26y 331d,126 (78-2-46 62.70%),9 (0.07),←,
8,"Tippett, Kurt",28y 1d,136 (76-0-60 55.88%),268 (1.97),32 (23-0-9 71.88%),80 (2.50)
Totals,Totals,26y 338d,2866 (1761-37-1068 61.44%),2443 (0.85),,
C,"Longmire, John",44y 129d,105 (71-2-32 68.57%),,←,
