Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Aitken, Ian",11,2.0,4.0,15,,,,,,,,,4.0,1.0,,,,,,,,,
31,"Alvin, Tom",4,2.0,3.0,7,,,,1.0,,,,,,1.0,,,,,,,,,
21,"Bradley, Craig",21,2.0,3.0,24,,,,4.0,,,,,4.0,1.0,,,,,,,,,
35,"Dean, Peter",14,4.0,9.0,23,,,,1.0,,,,,4.0,,,,,,,,,,
24,"Dunlop, Jamie",3,2.0,2.0,5,,,,,,,,,,1.0,,,,,,,,,
9,"Edgar, Stephen",12,4.0,3.0,15,,,,3.0,,,,,,2.0,,,,,,,,,
12,"Gleeson, Adrian",9,1.0,5.0,14,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
28,"Kernahan, David",6,3.0,2.0,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",12,5.0,,12,1.0,3.0,5.0,2.0,,,,,1.0,3.0,,,,,,,,,
44,"Madden, Justin",6,,2.0,8,,,21.0,1.0,,,,,1.0,2.0,,,,,,,,,
33,"Majerczak, Mark",9,3.0,7.0,16,2.0,4.0,,1.0,,,,,1.0,2.0,,,,,,,,,
48,"Matthews, Ashley",7,3.0,4.0,11,,,,1.0,,,,,1.0,,,,,,,,,,
47,"McKinnon, Andrew",4,1.0,3.0,7,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Minton-Connell, Simon",4,2.0,3.0,7,2.0,2.0,,,,,,,,,,,,,,,,,
30,"Murphy, Fraser",3,1.0,1.0,4,,,,1.0,,,,,,,,,,,,,,,
19,"Phillips, Andrew",14,2.0,8.0,22,,,,1.0,,,,,1.0,1.0,,,,,,,,,
36,"Rieniets, Tim",12,2.0,5.0,17,,,,1.0,,,,,2.0,1.0,,,,,,,,,
38,"Robertson, Shane",16,4.0,12.0,28,,,,2.0,,,,,1.0,,,,,,,,,,
1,"Silvagni, Stephen",13,4.0,7.0,20,,1.0,2.0,6.0,,,,,2.0,,2.0,,,,,,,,
15,"Verbeek, Simon",8,3.0,1.0,9,,2.0,,2.0,,,,,,2.0,,,,,,,,,
Totals,Totals,188,50.0,84.0,272,7.0,13.0,28.0,32.0,,,,,24.0,19.0,2.0,,,,,,,,
Opposition,Opposition,216,44.0,97.0,313,13.0,11.0,12.0,26.0,,,,,19.0,24.0,4.0,,,,,,,,
