Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 268d,103 (53-1-49 51.94%),7 (0.07),←,
14,"Bedford, Toby",24y 293d,62 (42-0-20 67.74%),31 (0.50),44 (30-0-14 68.18%),22 (0.50)
46,"Brown, Callum",24y 213d,44 (24-0-20 54.55%),44 (1.00),←,
44,"Buckley, Jack",27y 89d,68 (38-1-29 56.62%),1 (0.01),←,
5,"Cadman, Aaron",21y 13d,37 (24-0-13 64.86%),38 (1.03),←,
17,"Callaghan, Finn",21y 324d,52 (29-0-23 55.77%),9 (0.17),←,
3,"Coniglio, Stephen",31y 91d,219 (103-1-115 47.26%),123 (0.56),←,
16,"Daniels, Brent",26y 7d,108 (62-0-46 57.41%),72 (0.67),←,
12,"Green, Tom",24y 52d,93 (46-1-46 50.00%),37 (0.40),←,
4,"Greene, Toby",31y 172d,241 (117-2-122 48.96%),379 (1.57),←,
35,"Gruzewski, Max",20y 238d,6 (4-0-2 66.67%),5 (0.83),←,
27,"Himmelberg, Harry",28y 312d,179 (99-2-78 55.87%),161 (0.90),←,
39,"Idun, Connor",24y 230d,95 (50-1-44 53.16%),,←,
2,"Jones, Darcy",20y 347d,16 (10-0-6 62.50%),14 (0.88),←,
25,"Keeffe, Lachlan",34y 336d,118 (62-0-56 52.54%),20 (0.17),78 (37-0-41 47.44%),13 (0.17)
22,"Kelly, Josh",30y 32d,217 (115-3-99 53.69%),139 (0.64),←,
30,"Leake, James",19y 165d,2 (2-0-0 100.00%),1 (0.50),←,
33,"OHalloran, Xavier",24y 248d,69 (36-1-32 52.90%),27 (0.39),←,
18,"Stone, Conor",22y 328d,15 (7-0-8 46.67%),4 (0.27),←,
15,"Taylor, Sam",25y 315d,113 (63-0-50 55.75%),2 (0.02),←,
8,"Ward, Callan",34y 340d,317 (144-4-169 46.06%),158 (0.50),257 (112-4-141 44.36%),125 (0.49)
10,"Wehr, Jacob",26y 254d,27 (14-0-13 51.85%),5 (0.19),←,
6,"Whitfield, Lachie",30y 241d,236 (119-4-113 51.27%),71 (0.30),←,
Totals,Totals,26y 55d,2437 (1263-21-1153 51.83%),1348 (0.55),,
C,"Kingsley, Adam",49y 208d,53 (32-0-21 60.38%),,←,
