Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",15,,12,27,,,,9.0,3.0,5.0,6.0,4.0,3.0,1.0,,15.0,9.0,,,2.0,3.0,2.0,91.0
31,"Allen, Jackson",6,1,1,7,,,,5.0,1.0,1.0,,,,,,2.0,3.0,,,2.0,1.0,,90.0
11,"Bennell, Harley",20,4,7,27,3,2.0,1.0,3.0,,3.0,3.0,4.0,,1.0,,6.0,18.0,,1.0,,,1.0,91.0
3,"Brennan, Jared",17,4,13,30,,1.0,,5.0,3.0,8.0,10.0,2.0,,1.0,,18.0,11.0,1.0,,4.0,1.0,1.0,77.0
36,"Broughton, Greg",14,5,8,22,1,,,4.0,4.0,1.0,1.0,3.0,2.0,1.0,,12.0,9.0,1.0,1.0,1.0,,,91.0
12,"Day, Sam",2,1,6,8,1,,,6.0,,,,,,,,4.0,4.0,,,1.0,,,89.0
23 ↓,"Dixon, Charlie",6,2,8,14,,,11.0,4.0,,5.0,4.0,2.0,2.0,1.0,,9.0,5.0,,,4.0,,1.0,69.0
33,"Hall, Aaron",13,3,4,17,1,2.0,,4.0,,6.0,,2.0,2.0,,,8.0,8.0,,1.0,,,1.0,82.0
5,"Harbrow, Jarrod",12,2,12,24,,1.0,,4.0,4.0,2.0,1.0,5.0,2.0,2.0,,8.0,15.0,,,2.0,,1.0,84.0
7,"Hunt, Karmichael",6,1,8,14,,,,9.0,2.0,,2.0,,,,,9.0,7.0,,1.0,3.0,,2.0,68.0
34,"Hutchins, Jack",11,3,2,13,,,,8.0,3.0,2.0,,5.0,1.0,2.0,,6.0,7.0,,,4.0,,1.0,92.0
32,"Matera, Brandon",13,7,1,14,2,2.0,,,1.0,1.0,1.0,4.0,,,,2.0,9.0,,4.0,,,,84.0
17,"May, Steven",6,2,3,9,2,,,2.0,,3.0,,2.0,1.0,1.0,,5.0,4.0,,,4.0,,1.0,89.0
1,"OMeara, Jaeger",9,3,6,15,,,,1.0,2.0,3.0,1.0,3.0,2.0,,,6.0,9.0,,,2.0,1.0,,81.0
35,"Rischitelli, Michael",5,,10,15,1,,,1.0,1.0,2.0,1.0,4.0,1.0,,,7.0,7.0,,,2.0,,,66.0
8 ↑,"Russell, Luke",6,2,1,7,1,1.0,,,1.0,1.0,,,,,,1.0,6.0,,1.0,,,,27.0
26,"Shaw, Matt",11,4,4,15,,1.0,,,1.0,3.0,1.0,3.0,,1.0,,5.0,8.0,,,1.0,1.0,1.0,79.0
2,"Smith, Zac",11,1,4,15,,1.0,28.0,2.0,1.0,4.0,3.0,5.0,2.0,1.0,,6.0,6.0,,,5.0,,,89.0
24,"Swallow, David",12,2,5,17,,1.0,,6.0,,4.0,2.0,5.0,,,,8.0,9.0,,,1.0,,,71.0
16,"Thompson, Rory",7,5,2,9,1,,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,,3.0,7.0,,1.0,15.0,,,98.0
14,"Warnock, Matthew",3,1,2,5,,,1.0,1.0,2.0,,,2.0,,1.0,,4.0,2.0,,,16.0,,,98.0
38,"Wilkinson, Joel",9,3,4,13,,,,6.0,6.0,,1.0,1.0,2.0,,,9.0,4.0,1.0,,3.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,56,123,337,13,14.0,42.0,83.0,39.0,55.0,37.0,57.0,21.0,14.0,,153.0,167.0,3.0,10.0,72.0,7.0,12.0,
Opposition,Opposition,216,64,139,355,13,16.0,35.0,68.0,37.0,59.0,46.0,53.0,14.0,21.0,6.0,157.0,199.0,5.0,9.0,74.0,6.0,10.0,
