Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",22y 123d,80 (17-0-63 21.25%),9 (0.11),←,
7,"Berry, Jarrod",21y 67d,41 (11-0-30 26.83%),21 (0.51),←,
23,"Cameron, Charlie",24y 282d,88 (51-1-36 58.52%),112 (1.27),15 (4-0-11 26.67%),25 (1.67)
3,"Christensen, Allen",27y 329d,121 (59-0-62 48.76%),98 (0.81),56 (10-0-46 17.86%),42 (0.75)
27,"Gardiner, Darcy",23y 203d,86 (23-0-63 26.74%),4 (0.05),←,
30,"Hipwood, Eric",21y 212d,56 (15-0-41 26.79%),86 (1.54),←,
2,"Hodge, Luke",34y 302d,328 (187-2-139 57.32%),194 (0.59),23 (7-0-16 30.43%),1 (0.04)
17,"Lyons, Jarryd",26y 265d,96 (47-0-49 48.96%),49 (0.51),4 (3-0-1 75.00%),
12,"Martin, Stefan",32y 147d,162 (40-1-121 25.00%),41 (0.25),105 (26-0-79 24.76%),18 (0.17)
36,"Mathieson, Rhys",22y 93d,41 (13-0-28 31.71%),22 (0.54),←,
11,"McCarthy, Lincoln",25y 173d,33 (26-0-7 78.79%),33 (1.00),4 (3-0-1 75.00%),8 (2.00)
6,"McCluggage, Hugh",21y 41d,44 (12-0-32 27.27%),24 (0.55),←,
46,"McInerney, Oscar",24y 277d,20 (7-0-13 35.00%),18 (0.90),←,
25,"McStay, Daniel",23y 293d,83 (21-0-62 25.30%),58 (0.70),←,
9,"Neale, Lachie",25y 324d,139 (68-0-71 48.92%),69 (0.50),4 (3-0-1 75.00%),2 (0.50)
16,"Rayner, Cam",19y 174d,26 (8-0-18 30.77%),25 (0.96),←,
10,"Rich, Daniel",28y 310d,187 (60-1-126 32.35%),103 (0.55),←,
18,"Robertson, Nick",23y 314d,69 (12-0-57 17.39%),10 (0.14),←,
5,"Robinson, Mitch",29y 310d,172 (67-1-104 39.24%),92 (0.53),72 (16-0-56 22.22%),34 (0.47)
14,"Walker, Josh",26y 152d,78 (32-1-45 41.67%),69 (0.88),45 (13-0-32 28.89%),34 (0.76)
29,"Witherden, Alex",20y 215d,34 (10-0-24 29.41%),3 (0.09),←,
15,"Zorko, Dayne",30y 63d,148 (45-0-103 30.41%),162 (1.09),←,
Totals,Totals,25y 129d,2132 (831-7-1294 38.98%),1302 (0.61),,
C,"Fagan, Chris",57y 294d,48 (13-0-35 27.08%),,←,
