St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 211d,103 (50-0-53 48.54%),27 (0.26),←,
36,"Bonner, Riley",27y 23d,96 (61-0-35 63.54%),13 (0.14),3 (1-0-2 33.33%),
16,"Butler, Dan",27y 301d,130 (73-0-57 56.15%),153 (1.18),85 (42-0-43 49.41%),100 (1.18)
13,"Byrnes, Ryan",22y 332d,51 (27-0-24 52.94%),11 (0.22),←,
47,"Caminiti, Anthony",20y 112d,19 (9-0-10 47.37%),21 (1.11),←,
21,"Cordy, Zaine",27y 155d,135 (72-0-63 53.33%),19 (0.14),17 (9-0-8 52.94%),7 (0.41)
24,"Hastie, Angus",18y 193d,1 (0-0-1 0.00%),,←,
1,"Higgins, Jack",25y 11d,105 (61-1-43 58.57%),129 (1.23),62 (31-0-31 50.00%),100 (1.61)
8,"Hill, Bradley",30y 265d,236 (139-0-97 58.90%),97 (0.41),87 (45-0-42 51.72%),18 (0.21)
3,"Jones, Zak",29y 15d,138 (71-0-67 51.45%),34 (0.25),48 (22-0-26 45.83%),11 (0.23)
19,"Marshall, Rowan",28y 127d,113 (53-0-60 46.90%),53 (0.47),←,
28,"Membrey, Tim",29y 309d,163 (75-2-86 46.63%),268 (1.64),162 (74-2-86 46.30%),268 (1.65)
10,"Owens, Mitch",20y 188d,33 (16-0-17 48.48%),30 (0.91),←,
25,"Phillipou, Mattaes",19y 94d,27 (14-0-13 51.85%),15 (0.56),←,
6,"Ross, Sebastian",30y 328d,201 (83-2-116 41.79%),34 (0.17),←,
43,"Sharman, Cooper",23y 249d,34 (16-0-18 47.06%),30 (0.88),←,
35,"Sinclair, Jack",29y 47d,167 (74-1-92 44.61%),54 (0.32),←,
9,"Steele, Jack",28y 108d,161 (71-1-89 44.41%),58 (0.36),144 (63-1-80 44.10%),49 (0.34)
14,"Stocker, Liam",24y 67d,54 (21-0-33 38.89%),2 (0.04),26 (13-0-13 50.00%),
7,"Wanganeen-Milera, Nasiah",21y 37d,44 (22-0-22 50.00%),5 (0.11),←,
44,"Wilkie, Callum",28y 20d,112 (55-0-57 49.11%),1 (0.01),←,
22,"Wilson, Darcy",18y 225d,3 (1-0-2 33.33%),2 (0.67),←,
2,"Windhager, Marcus",20y 319d,40 (20-0-20 50.00%),6 (0.15),←,
Totals,Totals,25y 35d,2166 (1084-7-1075 50.05%),1062 (0.49),,
C,"Lyon, Ross",57y 143d,332 (186-5-141 56.78%),,148 (90-4-54 62.16%),
