North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",12,1,6,18,1,,,1.0,,,,,,,,,,,,,,,
18,"Carey, Wayne",13,9,3,16,3,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,
23,"Clarkson, Alastair",4,6,12,16,,1.0,,1.0,,,,,,1.0,,,,,,,,,
27,"Crocker, Darren",8,2,11,19,,,,,,,,,1.0,1.0,,,,,,,,,
12,"Dilena, Carl",14,7,3,17,4,2.0,,,,,,,1.0,,,,,,,,,,
28,"Dwyer, Anthony",9,6,9,18,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",6,,1,7,,,2.0,,,,,,,,,,,,,,,,
9,"Larkin, Matthew",10,6,10,20,1,,,,,,,,1.0,,,,,,,,,,
35,"Longmire, John",8,5,1,9,2,3.0,,,,,,,,1.0,,,,,,,,,
20,"Mann, Peter",9,9,14,23,2,,8.0,,,,,,1.0,,,,,,,,,,
4,"Martyn, Mick",8,5,9,17,,,,1.0,,,,,,,2.0,,,,,,,,
16,"McCarthy, John",8,3,7,15,1,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
37,"Page, Glenn",6,4,11,17,,,,,,,,,2.0,1.0,,,,,,,,,
36,"Romero, Jose",14,3,13,27,1,,,1.0,,,,,,1.0,,,,,,,,,
2,"Schwass, Wayne",16,2,9,25,,,,3.0,,,,,2.0,3.0,,,,,,,,,
24,"Sholl, Craig",15,5,8,23,,,,2.0,,,,,2.0,2.0,1.0,,,,,,,,
32,"Smith, Shaun",1,,1,2,,,,,,,,,,,,,,,,,,,
1,"Spargo, Paul",21,7,9,30,1,,,2.0,,,,,1.0,,,,,,,,,,
7,"Steele, Darren",4,4,9,13,,,,1.0,,,,,1.0,,,,,,,,,,
13,"Tudor, Leigh",9,3,5,14,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,87,151,346,16,11.0,12.0,15.0,,,,,15.0,13.0,3.0,,,,,,,,
Opposition,Opposition,206,84,148,354,21,16.0,20.0,24.0,,,,,13.0,15.0,3.0,,,,,,,,
