Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",22,9,10,32,,,,2.0,,,,,2.0,,2.0,,,,,,,,
8,"Anderson, Dean",20,5,5,25,2,1.0,,,,,,,1.0,,,,,,,,,,
7,"Ayres, Gary",11,5,6,17,,,,,,,,,1.0,2.0,,,,,,,,,
4,"Collins, Andrew",10,3,8,18,,,,2.0,,,,,1.0,2.0,,,,,,,,,
3,"Condon, Anthony",22,9,10,32,,2.0,,2.0,,,,,1.0,,,,,,,,,,
26,"Cooper, Paul",14,7,3,17,,,,1.0,,,,,,1.0,1.0,,,,,,,,
14,"Dear, Greg",12,9,7,19,1,1.0,20.0,,,,,,1.0,,,,,,,,,,
19,"Dunstall, Jason",25,18,4,29,17,5.0,,,,,,,5.0,2.0,3.0,,,,,,,,
16,"Gowers, Andrew",4,4,2,6,,,,1.0,,,,,,,,,,,,,,,
6,"Hall, Tony",12,9,5,17,2,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
17,"Hudson, Paul",10,4,5,15,,3.0,,,,,,,2.0,,,,,,,,,,
11,"Jarman, Darren",15,6,6,21,,3.0,,2.0,,,,,,1.0,,,,,,,,,
24,"Langford, Chris",8,4,5,13,,,3.0,1.0,,,,,1.0,,,,,,,,,,
12,"Lawrence, Stephen",6,7,4,10,,,1.0,,,,,,,3.0,,,,,,,,,
20,"Maginness, Scott",7,3,3,10,,,,,,,,,1.0,1.0,,,,,,,,,
38,"McCrabb, Austin",3,,1,4,,,,,,,,,1.0,,,,,,,,,,
35,"Morrissey, James",8,4,4,12,1,,,2.0,,,,,,2.0,,,,,,,,,
44,"Platten, John",7,1,4,11,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Pritchard, Darrin",15,10,9,24,,,,1.0,,,,,2.0,2.0,,,,,,,,,
25,"Taylor, Jason",11,6,5,16,2,,,2.0,,,,,2.0,7.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,242,123,106,348,25,22.0,24.0,18.0,,,,,24.0,26.0,6.0,,,,,,,,
Opposition,Opposition,188,55,118,306,14,9.0,11.0,14.0,,,,,21.0,24.0,,,,,,,,,
