Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",28y 317d,131 (80-1-50 61.45%),208 (1.59),←,
21,"Barlow, Michael",28y 162d,121 (75-1-45 62.40%),77 (0.64),←,
19,"Blakely, Connor",20y 87d,6 (0-0-6 0.00%),,←,
40,"Collins, Sam",21y 348d,1 (0-0-1 0.00%),,←,
17,"Crozier, Hayden",22y 156d,41 (20-0-21 48.78%),30 (0.73),←,
3,"Dawson, Zac",30y 96d,155 (94-4-57 61.94%),7 (0.05),78 (48-1-29 62.18%),3 (0.04)
9,"de Boer, Matt",26y 79d,136 (77-1-58 56.99%),47 (0.35),←,
12,"Griffin, Jonathon",30y 135d,85 (42-0-43 49.41%),30 (0.35),44 (21-0-23 47.73%),23 (0.52)
32,"Hill, Stephen",26y 27d,160 (89-0-71 55.63%),102 (0.64),←,
5,"Ibbotson, Garrick",28y 74d,159 (81-1-77 51.26%),22 (0.14),←,
26,"Langdon, Ed",20y 117d,8 (1-0-7 12.50%),5 (0.63),←,
23,"Mayne, Chris",27y 208d,160 (91-1-68 57.19%),186 (1.16),←,
27,"Neale, Lachie",23y 4d,80 (45-0-35 56.25%),39 (0.49),←,
29,"Pavlich, Matthew",34y 149d,344 (167-0-177 48.55%),680 (1.98),←,
6,"Pearce, Danyle",30y 51d,236 (111-2-123 47.46%),120 (0.51),82 (52-1-29 64.02%),44 (0.54)
11,"Sheridan, Tom",22y 213d,47 (27-0-20 57.45%),15 (0.32),←,
34,"Spurr, Lee",28y 306d,92 (62-1-29 67.93%),5 (0.05),←,
8,"Suban, Nick",26y 19d,137 (75-1-61 55.11%),54 (0.39),←,
33,"Sutcliffe, Cam",24y 5d,77 (50-1-26 65.58%),15 (0.19),←,
20,"Taberner, Matthew",22y 346d,36 (19-0-17 52.78%),30 (0.83),←,
10,"Walters, Michael",25y 142d,82 (49-1-32 60.37%),159 (1.94),←,
14,"Weller, Lachie",20y 95d,13 (2-0-11 15.38%),4 (0.31),←,
Totals,Totals,25y 309d,2307 (1257-15-1035 54.49%),1835 (0.80),,
C,"Lyon, Ross",49y 202d,228 (143-5-80 63.82%),,107 (67-1-39 63.08%),
