Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",19y 181d,2 (2-0-0 100.00%),1 (0.50),←,
8,"Bond, Troy",21y 333d,27 (17-0-10 62.96%),26 (0.96),←,
21,"Bradley, Craig",31y 232d,212 (130-2-80 61.79%),160 (0.75),←,
16,"Camporeale, Scott",19y 305d,11 (9-0-2 81.82%),5 (0.45),←,
39,"Christou, Ang",23y 147d,59 (40-1-18 68.64%),13 (0.22),←,
6,"Clape, Matt",26y 15d,40 (30-0-10 75.00%),26 (0.65),11 (9-0-2 81.82%),12 (1.09)
35,"Dean, Peter",30y 95d,196 (123-1-72 63.01%),28 (0.14),←,
4,"Kernahan, Stephen",31y 284d,206 (127-2-77 62.14%),624 (3.03),←,
43,"Koutoufides, Anthony",22y 145d,47 (28-1-18 60.64%),16 (0.34),←,
15,"Lynn, Tony",27y 44d,28 (18-0-10 64.29%),17 (0.61),22 (17-0-5 77.27%),12 (0.55)
44,"Madden, Justin",34y 12d,297 (184-2-111 62.29%),182 (0.61),252 (154-2-96 61.51%),162 (0.64)
5,"McKay, Andrew",24y 333d,57 (39-1-17 69.30%),12 (0.21),←,
10,"Mitchell, Barry",29y 187d,212 (99-2-111 47.17%),246 (1.16),29 (21-0-8 72.41%),24 (0.83)
27,"OSullivan, Luke",27y 76d,46 (25-0-21 54.35%),45 (0.98),←,
19,"Pearce, Brad",23y 300d,14 (10-0-4 71.43%),17 (1.21),12 (10-0-2 83.33%),16 (1.33)
7,"Ratten, Brett",23y 336d,83 (48-0-35 57.83%),19 (0.23),←,
23,"Rice, Dean",27y 87d,121 (48-1-72 40.08%),46 (0.38),5 (3-0-2 60.00%),3 (0.60)
14,"Sexton, Michael",24y 99d,93 (56-1-36 60.75%),7 (0.08),←,
1,"Silvagni, Stephen",28y 12d,175 (112-1-62 64.29%),119 (0.68),←,
11,"Spalding, Earl",30y 93d,181 (119-1-61 66.02%),130 (0.72),72 (49-1-22 68.75%),67 (0.93)
32,"Whitehead, Adrian",19y 291d,19 (15-0-4 78.95%),,←,
Totals,Totals,26y 15d,2126 (1279-16-831 60.16%),1739 (0.82),,
C,"Parkin, David",52y 273d,385 (227-2-156 59.22%),,222 (140-2-80 63.51%),
