Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",22,6.0,9.0,31,2.0,1.0,,8.0,1.0,9.0,6.0,7.0,1.0,2.0,2.0,12,21,,,4.0,,,89.0
31,"Dale, Bailey",16,2.0,6.0,22,,,,1.0,3.0,1.0,,3.0,1.0,1.0,,4,9,,,2.0,,,85.0
35,"Daniel, Caleb",9,3.0,11.0,20,,,,3.0,3.0,4.0,2.0,4.0,,1.0,,5,16,,,3.0,,1.0,81.0
10,"Darcy, Sam",1,,1.0,2,,1.0,7.0,3.0,1.0,,,1.0,,1.0,,2,1,,,1.0,,,30.0
15,"Duryea, Taylor",6,2.0,8.0,14,,,,1.0,2.0,,,2.0,2.0,1.0,,8,7,,,2.0,,,73.0
44,"English, Tim",17,4.0,5.0,22,,,60.0,1.0,3.0,6.0,10.0,2.0,3.0,,,11,11,,,3.0,,1.0,93.0
38 ↑,"Garcia, Riley",3,1.0,6.0,9,,,,1.0,,1.0,2.0,3.0,,1.0,,5,3,,1.0,1.0,,,37.0
43,"Gardner, Ryan",6,2.0,,6,,,,1.0,1.0,,1.0,4.0,,3.0,,1,4,,,13.0,,,100.0
42,"Keath, Alex",8,4.0,4.0,12,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,8,6,1.0,,5.0,,,100.0
21,"Liberatore, Tom",13,4.0,18.0,31,1.0,,,7.0,4.0,5.0,11.0,3.0,,1.0,,20,12,,,2.0,,1.0,78.0
11,"Macrae, Jack",10,2.0,14.0,24,,1.0,,2.0,,4.0,4.0,3.0,1.0,1.0,,10,13,,,2.0,,,86.0
30,"McNeil, Lachlan",3,,7.0,10,,,,5.0,,1.0,2.0,,,,,6,4,,,3.0,,,71.0
33,"Naughton, Aaron",12,7.0,3.0,15,3.0,1.0,1.0,4.0,1.0,1.0,,2.0,3.0,1.0,,8,9,1.0,5.0,6.0,,1.0,91.0
18 ↓,"ODonnell, James",2,2.0,3.0,5,,,,1.0,,,,,,,,2,3,1.0,,3.0,,,33.0
25,"Poulter, Caleb",9,,6.0,15,1.0,,,1.0,,2.0,2.0,1.0,,,,6,9,,,1.0,,2.0,83.0
20,"Richards, Ed",18,11.0,10.0,28,,1.0,,2.0,10.0,2.0,,5.0,1.0,3.0,,6,21,1.0,,8.0,2.0,,89.0
28,"Scott, Anthony",6,1.0,2.0,8,1.0,,,4.0,,2.0,2.0,,,,,3,5,,,,,,76.0
1,"Treloar, Adam",17,1.0,16.0,33,,,,4.0,3.0,7.0,7.0,7.0,,1.0,,13,17,,,,,,81.0
2,"Ugle-Hagan, Jamarra",6,4.0,5.0,11,1.0,2.0,,,,1.0,,3.0,,,,5,7,1.0,2.0,2.0,,,95.0
23,"Vandermeer, Laitham",11,2.0,2.0,13,1.0,1.0,,3.0,2.0,4.0,,4.0,,2.0,,2,10,,1.0,3.0,,,71.0
3,"Weightman, Cody",3,3.0,6.0,9,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,5,5,,1.0,1.0,,2.0,85.0
14,"West, Rhylee",7,3.0,4.0,11,,1.0,,5.0,,1.0,1.0,,,,,4,9,1.0,2.0,3.0,,1.0,83.0
34,"Williams, Bailey",12,8.0,9.0,21,,,,3.0,5.0,4.0,2.0,6.0,,1.0,,5,15,,,1.0,,,89.0
Totals,Totals,217,72.0,155.0,372,11.0,10.0,68.0,62.0,40.0,57.0,52.0,63.0,13.0,22.0,2.0,151,217,6.0,12.0,69.0,2.0,9.0,
Opposition,Opposition,210,74.0,111.0,321,11.0,12.0,34.0,90.0,45.0,51.0,34.0,44.0,22.0,13.0,4.0,130,174,10.0,13.0,64.0,5.0,8.0,
