Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Breman, Todd",10,4,7,17,,,,,,,,,2.0,,,,,,,,,,
9,"Campbell, Wayne",17,6,12,29,,,,2.0,,,,,2.0,1.0,,,,,,,,,
18,"Edwards, Stuart",10,4,6,16,,,2.0,1.0,,,,,1.0,,,,,,,,,,
13,"Francis, Matthew",5,3,7,12,,,,,,,,,,1.0,,,,,,,,,
30,"Free, Tony",13,4,7,20,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
25,"Gale, Brendon",11,9,5,16,4,2.0,,3.0,,,,,1.0,3.0,,,,,,,,,
36,"Herman, Ian",15,1,6,21,,1.0,,2.0,,,,,3.0,,,,,,,,,,
34,"Hogg, Jeff",8,4,1,9,4,3.0,,,,,,,2.0,2.0,,,,,,,,,
16,"Jackson, Stevan",4,1,4,8,,,,2.0,,,,,1.0,2.0,,,,,,,,,
33,"Knights, Matthew",17,3,6,23,,,,2.0,,,,,2.0,1.0,,,,,,,,,
4,"Lambert, Craig",9,1,9,18,,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Lennon, Bruce",10,2,12,22,,,,1.0,,,,,3.0,2.0,,,,,,,,,
26,"Leys, Brian",7,1,2,9,,,,1.0,,,,,2.0,1.0,,,,,,,,,
27,"Maxfield, Stuart",14,3,9,23,1,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
28,"McQueen, Mark",12,2,6,18,,1.0,,,,,,,1.0,1.0,,,,,,,,,
6,"Naish, Chris",18,6,12,30,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,
1,"ODwyer, Steven",1,1,,1,,,5.0,,,,,,,2.0,,,,,,,,,
21,"Powell, Tim",16,6,7,23,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
41,"Turner, Scott",9,4,4,13,5,,1.0,,,,,,,2.0,,,,,,,,,
3,"Weightman, Dale",13,2,9,22,2,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,67,131,350,17,16.0,8.0,24.0,,,,,28.0,27.0,1.0,,,,,,,,
Opposition,Opposition,222,58,109,331,18,11.0,26.0,31.0,,,,,27.0,28.0,5.0,,,,,,,,
