Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",23y 293d,21 (8-1-12 40.48%),5 (0.24),←,
3,"Bartram, Clint",24y 58d,98 (31-3-64 33.16%),16 (0.16),←,
6,"Bate, Matthew",24y 326d,93 (26-1-66 28.49%),90 (0.97),←,
11,"Clark, Mitch",24y 178d,85 (31-2-52 37.65%),70 (0.82),3 (0-0-3 0.00%),9 (3.00)
36,"Davey, Aaron",28y 309d,152 (59-3-90 39.80%),153 (1.01),←,
14,"Dunn, Lynden",24y 336d,83 (25-2-56 31.33%),82 (0.99),←,
8,"Frawley, James",23y 207d,85 (26-1-58 31.18%),3 (0.04),←,
20,"Garland, Colin",23y 352d,61 (17-2-42 29.51%),4 (0.07),←,
16,"Grimes, Jack",22y 339d,35 (9-2-24 28.57%),3 (0.09),←,
38,"Howe, Jeremy",21y 290d,16 (5-0-11 31.25%),22 (1.38),←,
40,"Jamar, Mark",28y 249d,113 (42-3-68 38.50%),44 (0.39),←,
2,"Jones, Nathan",24y 85d,117 (31-3-83 27.78%),55 (0.47),←,
49,"Magner, James",24y 246d,3 (0-0-3 0.00%),2 (0.67),←,
34,"Martin, Stefan",25y 149d,52 (14-1-37 27.88%),17 (0.33),←,
25,"McDonald, Tom",19y 209d,4 (1-0-3 25.00%),,←,
13,"McKenzie, Jordie",21y 298d,40 (13-1-26 33.75%),4 (0.10),←,
10,"Morton, Cale",22y 87d,65 (16-1-48 25.38%),31 (0.48),←,
27,"Rivers, Jared",27y 179d,131 (50-3-78 39.31%),5 (0.04),←,
30,"Sellar, James",23y 21d,23 (11-0-12 47.83%),4 (0.17),2 (0-0-2 0.00%),1 (0.50)
35,"Tapscott, Luke",20y 291d,16 (5-1-10 34.38%),2 (0.13),←,
9,"Trengove, Jack",20y 225d,40 (14-2-24 37.50%),24 (0.60),←,
4,"Watts, Jack",21y 19d,43 (13-2-28 32.56%),35 (0.81),←,
Totals,Totals,23y 282d,1376 (447-34-895 32.49%),671 (0.49),,
C,"Neeld, Mark",40y 276d,3 (0-0-3 0.00%),,←,
