Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",8,2,7,15,2,1.0,,1.0,,4.0,,2.0,1.0,,,9.0,6.0,,,,,,
14,"Anderson, Brady",3,2,2,5,,,,,2.0,1.0,,3.0,,1.0,,1.0,4.0,,,1.0,,,
26,"Bell, Peter",14,5,13,27,,,,4.0,3.0,5.0,7.0,2.0,2.0,,,12.0,18.0,,1.0,,1.0,,
12,"Blakey, John",12,6,5,17,2,3.0,,,3.0,5.0,2.0,1.0,2.0,1.0,,6.0,12.0,1.0,,,4.0,,
22,"Burton, Matthew",6,1,3,9,,,29.0,,,4.0,5.0,2.0,,1.0,,5.0,2.0,1.0,,3.0,,,
18,"Carey, Wayne",25,14,4,29,1,,1.0,1.0,9.0,2.0,,3.0,2.0,2.0,,14.0,16.0,3.0,1.0,1.0,7.0,,
23,"Clayton, Shane",8,4,6,14,,3.0,,,1.0,5.0,2.0,,2.0,,,6.0,7.0,,,3.0,,,
19,"Dhurrkay, Gary",4,1,2,6,,2.0,,1.0,,1.0,,,,,,3.0,3.0,,1.0,,,,
6,"Grant, Shannon",8,4,6,14,2,1.0,,,,2.0,,1.0,1.0,1.0,,4.0,11.0,,1.0,2.0,,,
29,"Harvey, Brent",29,6,9,38,2,,,3.0,2.0,14.0,7.0,7.0,,2.0,3.0,16.0,20.0,1.0,1.0,2.0,2.0,,
21,"Hewitt, Evan",1,,1,2,,,1.0,,,,,,,,,,2.0,,,2.0,,,
34,"King, David",16,5,3,19,,1.0,,2.0,2.0,9.0,1.0,1.0,2.0,1.0,,5.0,12.0,1.0,2.0,4.0,,,
27,"Lange, Adam",4,2,13,17,3,1.0,,5.0,,1.0,2.0,3.0,1.0,1.0,,11.0,6.0,,2.0,3.0,,,
35,"Makepeace, Troy",10,7,2,12,,,,2.0,3.0,2.0,1.0,,,,,6.0,6.0,1.0,,3.0,,,
4,"Martyn, Mick",8,6,2,10,,,1.0,1.0,5.0,1.0,,,1.0,1.0,,5.0,6.0,,,,,,
5,"McCartney, Jason",13,3,4,17,1,,,1.0,8.0,3.0,,1.0,3.0,2.0,,7.0,9.0,1.0,,4.0,,,
31,"McKernan, Corey",10,9,2,12,3,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,,10.0,3.0,7.0,6.0,1.0,,,
44,"Motlop, Shannon",6,1,8,14,,,,2.0,,4.0,1.0,2.0,,,,10.0,4.0,,,1.0,,,
28,"Pickett, Byron",9,1,4,13,1,,,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,8.0,6.0,,1.0,1.0,5.0,,
13,"Pike, Martin",10,2,2,12,2,,,3.0,1.0,1.0,1.0,1.0,,,,3.0,9.0,,,5.0,1.0,,
7,"Simpson, Adam",14,5,8,22,,,2.0,3.0,1.0,6.0,4.0,2.0,1.0,1.0,,9.0,11.0,1.0,,3.0,,,
36,"Watt, Shannon",,,,,,,,,,,,,,,,1.0,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,86,106,324,19,15.0,35.0,33.0,41.0,73.0,34.0,34.0,21.0,17.0,4.0,151.0,173.0,17.0,16.0,39.0,20.0,,
Opposition,Opposition,223,85,121,344,18,9.0,30.0,26.0,50.0,63.0,44.0,41.0,17.0,21.0,2.0,136.0,208.0,5.0,12.0,34.0,9.0,,
