Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
19,"Blakely, Connor",21y 100d,28 (10-0-18 35.71%),2 (0.07),←,
40,"Collins, Sam",22y 360d,13 (3-0-10 23.08%),,←,
36,"Cox, Brennan",18y 301d,1 (0-0-1 0.00%),,←,
17,"Crozier, Hayden",23y 168d,60 (29-0-31 48.33%),40 (0.67),←,
7,"Fyfe, Nat",25y 265d,129 (78-1-50 60.85%),114 (0.88),←,
28,"Grey, Brady",21y 325d,13 (6-0-7 46.15%),8 (0.62),←,
12,"Griffin, Jonathon",31y 147d,95 (43-0-52 45.26%),33 (0.35),54 (22-0-32 40.74%),26 (0.48)
21,"Hamling, Joel",24y 62d,35 (22-0-13 62.86%),,12 (6-0-6 50.00%),
9,"Hill, Bradley",23y 336d,107 (80-0-27 74.77%),68 (0.64),12 (6-0-6 50.00%),10 (0.83)
32,"Hill, Stephen",27y 40d,181 (97-0-84 53.59%),107 (0.59),←,
37,"Johnson, Michael",32y 233d,221 (121-1-99 54.98%),65 (0.29),←,
22,"Kersten, Shane",24y 87d,49 (34-0-15 69.39%),55 (1.12),12 (6-0-6 50.00%),14 (1.17)
23,"McCarthy, Cam",22y 70d,33 (18-0-15 54.55%),52 (1.58),12 (6-0-6 50.00%),16 (1.33)
16,"Mundy, David",31y 325d,263 (142-1-120 54.18%),107 (0.41),←,
27,"Neale, Lachie",24y 17d,104 (55-0-49 52.88%),54 (0.52),←,
38,"Ryan, Luke",21y 124d,2 (0-0-2 0.00%),,←,
11,"Sheridan, Tom",23y 225d,64 (34-0-30 53.13%),20 (0.31),←,
34,"Spurr, Lee",29y 318d,116 (72-1-43 62.50%),5 (0.04),←,
33,"Sutcliffe, Cam",25y 18d,95 (57-1-37 60.53%),16 (0.17),←,
18,"Tucker, Darcy",20y 138d,21 (7-0-14 33.33%),5 (0.24),←,
10,"Walters, Michael",26y 154d,106 (59-1-46 56.13%),186 (1.75),←,
14,"Weller, Lachie",21y 107d,37 (12-0-25 32.43%),17 (0.46),←,
Totals,Totals,24y 261d,1773 (979-6-788 55.22%),954 (0.54),,
C,"Lyon, Ross",50y 214d,252 (153-5-94 61.71%),,131 (77-1-53 59.16%),
