Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",8,1,9,17,1,,1.0,2.0,4.0,3.0,1.0,3.0,2.0,,,7.0,11.0,,,1.0,3.0,,78.0
18,"Betts, Eddie",9,3,1,10,1,,,4.0,,2.0,1.0,2.0,,,,4.0,6.0,1.0,2.0,1.0,,1.0,80.0
16,"Brown, Luke",8,3,2,10,,,,1.0,3.0,,,1.0,,,,2.0,8.0,,,3.0,,,80.0
23,"Cameron, Charlie",3,1,5,8,,,,5.0,1.0,2.0,1.0,3.0,1.0,2.0,,4.0,5.0,,,,1.0,,79.0
25,"Cheney, Kyle",9,6,2,11,,,,2.0,4.0,1.0,1.0,1.0,,1.0,,3.0,7.0,1.0,,6.0,,,94.0
2,"Crouch, Brad",11,2,10,21,1,,,7.0,1.0,1.0,4.0,5.0,1.0,1.0,,12.0,9.0,,,,,,75.0
44,"Crouch, Matt",15,5,14,29,,,,10.0,1.0,4.0,5.0,3.0,3.0,1.0,,10.0,18.0,1.0,,,1.0,,79.0
26,"Douglas, Richard",15,4,4,19,2,1.0,,3.0,1.0,6.0,4.0,3.0,1.0,1.0,,7.0,11.0,1.0,1.0,2.0,,,76.0
28,"Ellis-Yolmen, Cam",4,3,9,13,2,,1.0,4.0,,,2.0,1.0,,,,4.0,9.0,,2.0,1.0,,,59.0
15,"Hartigan, Kyle",6,7,9,15,,,,,2.0,,,2.0,,,,9.0,6.0,1.0,,11.0,,,93.0
45,"Henderson, Ricky",16,3,9,25,,,,2.0,2.0,3.0,1.0,1.0,,,,5.0,19.0,1.0,,,2.0,3.0,74.0
24,"Jacobs, Sam",5,,2,7,1,,28.0,,,2.0,1.0,2.0,3.0,2.0,,6.0,3.0,,,1.0,,,75.0
4,"Jenkins, Josh",5,3,6,11,1,,6.0,2.0,1.0,1.0,1.0,4.0,,1.0,,4.0,7.0,,2.0,1.0,,,87.0
29,"Laird, Rory",12,6,16,28,,,,4.0,2.0,1.0,2.0,5.0,2.0,1.0,,8.0,19.0,,,,,,85.0
6,"Lever, Jake",9,5,3,12,,,,2.0,1.0,1.0,,5.0,1.0,1.0,,4.0,9.0,,,12.0,,,88.0
27,"Lynch, Tom",10,3,4,14,,,,,1.0,3.0,,2.0,1.0,,,6.0,8.0,,,,,,89.0
31,"Lyons, Jarryd",13,5,8,21,,3.0,,2.0,,6.0,3.0,2.0,1.0,1.0,,7.0,14.0,,1.0,,,,73.0
14,"Mackay, David",6,,17,23,,1.0,,5.0,2.0,2.0,5.0,,1.0,,,9.0,13.0,,,,2.0,,85.0
41,"McGovern, Mitch",6,4,2,8,1,1.0,,2.0,,2.0,,1.0,,,,3.0,5.0,,3.0,1.0,,,89.0
12,"Talia, Daniel",8,4,5,13,,,,3.0,2.0,,,,1.0,,,7.0,6.0,1.0,,6.0,,,95.0
5,"Thompson, Scott",14,4,9,23,,,,9.0,1.0,3.0,6.0,3.0,2.0,,,10.0,12.0,,,,,,75.0
13,"Walker, Taylor",10,6,4,14,,1.0,,3.0,,4.0,,3.0,,,,7.0,7.0,3.0,2.0,1.0,,2.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,78,150,352,10,11.0,36.0,72.0,29.0,47.0,38.0,52.0,20.0,12.0,,138.0,212.0,10.0,13.0,47.0,9.0,6.0,
Opposition,Opposition,205,85,203,408,14,16.0,46.0,52.0,29.0,52.0,36.0,59.0,12.0,20.0,6.0,162.0,250.0,15.0,14.0,60.0,4.0,7.0,
