Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",14,8,2,16,5,1.0,,2.0,,,1.0,3.0,,1.0,3.0,5.0,13.0,,5.0,,,1.0,85.0
21,"Barlow, Michael",17,6,15,32,,1.0,1.0,3.0,2.0,5.0,6.0,4.0,1.0,1.0,,14.0,20.0,,1.0,1.0,1.0,1.0,85.0
30,"Clarke, Zac",2,1,11,13,,,17.0,3.0,,1.0,3.0,2.0,,1.0,,5.0,8.0,,1.0,1.0,,,86.0
15,"Crowley, Ryan",13,7,10,23,,,,1.0,1.0,2.0,2.0,1.0,,,,5.0,17.0,1.0,,1.0,,,88.0
3,"Dawson, Zac",2,4,10,12,,,3.0,4.0,1.0,,,,1.0,,,6.0,7.0,1.0,,9.0,,,95.0
9,"de Boer, Matt",7,8,10,17,1,,,5.0,,3.0,1.0,1.0,,,,5.0,13.0,1.0,,1.0,1.0,1.0,86.0
7,"Fyfe, Nat",17,4,18,35,,1.0,3.0,2.0,,3.0,6.0,6.0,,2.0,1.0,11.0,22.0,1.0,1.0,,,,83.0
32,"Hill, Stephen",5,3,7,12,,1.0,,2.0,,3.0,4.0,1.0,,1.0,,8.0,4.0,1.0,,2.0,2.0,,82.0
5,"Ibbotson, Garrick",13,6,9,22,,,,1.0,1.0,2.0,,3.0,,1.0,,7.0,15.0,,,,1.0,,99.0
37,"Johnson, Michael",20,12,9,29,,,,1.0,3.0,4.0,,3.0,,1.0,,7.0,23.0,3.0,,1.0,3.0,,98.0
23,"Mayne, Chris",10,8,10,20,2,,,2.0,,6.0,,,,,,5.0,16.0,,2.0,1.0,1.0,2.0,90.0
18,"McPharlin, Luke",10,5,7,17,,,,,3.0,,,1.0,1.0,1.0,,4.0,12.0,,,3.0,3.0,,66.0
16,"Mundy, David",17,5,9,26,2,,3.0,4.0,2.0,7.0,6.0,2.0,1.0,,2.0,8.0,18.0,,,1.0,2.0,,80.0
13,"Mzungu, Tendai",17,5,12,29,1,,,4.0,2.0,6.0,2.0,4.0,4.0,2.0,,8.0,24.0,1.0,,3.0,,3.0,84.0
29,"Pavlich, Matthew",11,9,10,21,2,1.0,,1.0,,5.0,2.0,1.0,1.0,1.0,,7.0,15.0,,3.0,1.0,,2.0,75.0
46,"Pearce, Clancee",15,10,10,25,,1.0,,,7.0,,,,,,,5.0,19.0,,,4.0,,,98.0
6,"Pearce, Danyle",13,3,9,22,1,1.0,,3.0,2.0,3.0,2.0,2.0,,1.0,,7.0,14.0,,,,2.0,1.0,78.0
31 ↓,"Sandilands, Aaron",1,2,5,6,,,11.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,4.0,,,1.0,,,51.0
11 ↑,"Sheridan, Tom",3,2,2,5,,,,1.0,1.0,,,,,,,1.0,4.0,,,,,,27.0
34,"Spurr, Lee",15,9,10,25,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,7.0,18.0,2.0,,2.0,,,97.0
8,"Suban, Nick",9,3,10,19,,1.0,,4.0,2.0,2.0,2.0,,2.0,,,8.0,13.0,,,1.0,4.0,,79.0
10,"Walters, Michael",6,6,7,13,1,,,2.0,,3.0,2.0,,1.0,,,6.0,8.0,1.0,2.0,1.0,1.0,2.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,126,202,439,15,10.0,38.0,47.0,29.0,56.0,40.0,37.0,14.0,14.0,6.0,141.0,307.0,12.0,15.0,34.0,21.0,13.0,
Opposition,Opposition,181,68,149,330,11,4.0,27.0,77.0,40.0,40.0,31.0,44.0,14.0,14.0,,135.0,189.0,13.0,8.0,44.0,23.0,8.0,
