Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",23y 18d,50 (37-1-12 75.00%),25 (0.50),←,
16,"Brown, Luke",24y 311d,108 (64-1-43 59.72%),11 (0.10),←,
23,"Cameron, Charlie",23y 25d,66 (43-1-22 65.91%),80 (1.21),←,
44,"Crouch, Matt",22y 100d,65 (44-1-20 68.46%),14 (0.22),←,
26,"Douglas, Richard",30y 174d,213 (118-1-94 55.63%),144 (0.68),←,
20,"Greenwood, Hugh",25y 146d,9 (6-1-2 72.22%),6 (0.67),←,
24,"Jacobs, Sam",29y 111d,167 (94-1-72 56.59%),42 (0.25),150 (87-1-62 58.33%),39 (0.26)
4,"Jenkins, Josh",28y 172d,107 (64-1-42 60.28%),214 (2.00),←,
42,"Keath, Alex",25y 191d,2 (1-1-0 75.00%),,←,
8,"Kelly, Jake",22y 190d,27 (17-1-9 64.81%),,←,
3,"Knight, Riley",22y 125d,24 (18-1-5 77.08%),19 (0.79),←,
29,"Laird, Rory",23y 213d,94 (58-1-35 62.23%),8 (0.09),←,
27,"Lynch, Tom",26y 318d,99 (63-1-35 64.14%),150 (1.52),93 (59-1-33 63.98%),146 (1.57)
14,"Mackay, David",29y 5d,178 (108-1-69 60.96%),54 (0.30),←,
41,"McGovern, Mitch",22y 292d,31 (23-1-7 75.81%),42 (1.35),←,
30,"Milera, Wayne",19y 319d,23 (17-1-5 76.09%),12 (0.52),←,
22,"Otten, Andy",28y 76d,96 (53-1-42 55.73%),37 (0.39),←,
11,"Seedsman, Paul",25y 189d,65 (38-1-26 59.23%),27 (0.42),16 (11-1-4 71.88%),10 (0.63)
9,"Sloane, Rory",27y 135d,159 (94-1-64 59.43%),102 (0.64),←,
33,"Smith, Brodie",25y 197d,138 (85-1-52 61.96%),43 (0.31),←,
12,"Talia, Daniel",25y 301d,140 (85-1-54 61.07%),6 (0.04),←,
13,"Walker, Taylor",27y 96d,147 (85-1-61 58.16%),346 (2.35),←,
Totals,Totals,25y 152d,2008 (1215-22-771 60.51%),1382 (0.69),,
C,"Pyke, Don",48y 237d,42 (30-1-11 72.62%),,←,
