Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",30y 31d,265 (145-2-118 55.09%),355 (1.34),73 (21-0-52 28.77%),93 (1.27)
11,"Bennell, Harley",21y 255d,56 (14-0-42 25.00%),67 (1.20),←,
36,"Broughton, Greg",27y 258d,97 (42-0-55 43.30%),19 (0.20),29 (13-0-16 44.83%),4 (0.14)
12,"Day, Sam",21y 281d,54 (17-0-37 31.48%),36 (0.67),←,
23,"Dixon, Charlie",23y 264d,43 (14-0-29 32.56%),43 (1.00),←,
33,"Hall, Aaron",23y 217d,41 (17-0-24 41.46%),41 (1.00),←,
5,"Harbrow, Jarrod",25y 331d,138 (61-1-76 44.57%),40 (0.29),68 (21-0-47 30.88%),19 (0.28)
28,"Kolodjashnij, Kade",18y 309d,10 (5-0-5 50.00%),4 (0.40),←,
19,"Lynch, Tom",21y 226d,50 (15-0-35 30.00%),61 (1.22),←,
32,"Matera, Brandon",22y 95d,50 (16-0-34 32.00%),55 (1.10),←,
17,"May, Steven",22y 155d,46 (15-0-31 32.61%),15 (0.33),←,
18,"McKenzie, Trent",22y 72d,69 (20-0-49 28.99%),19 (0.28),←,
1,"OMeara, Jaeger",20y 111d,34 (15-0-19 44.12%),21 (0.62),←,
10,"Prestia, Dion",21y 245d,63 (17-0-46 26.98%),18 (0.29),←,
35,"Rischitelli, Michael",28y 157d,169 (64-3-102 38.76%),75 (0.44),58 (15-0-43 25.86%),28 (0.48)
8,"Russell, Luke",22y 141d,53 (13-0-40 24.53%),21 (0.40),←,
6,"Sexton, Alex",20y 193d,14 (4-0-10 28.57%),4 (0.29),←,
26,"Shaw, Matt",22y 129d,64 (18-0-46 28.13%),24 (0.38),←,
2,"Smith, Zac",24y 112d,49 (10-0-39 20.41%),28 (0.57),←,
25,"Stanley, Danny",26y 116d,70 (21-0-49 30.00%),35 (0.50),65 (20-0-45 30.77%),35 (0.54)
24,"Swallow, David",21y 207d,63 (18-0-45 28.57%),33 (0.52),←,
16,"Thompson, Rory",23y 94d,43 (14-0-29 32.56%),7 (0.16),←,
Totals,Totals,23y 115d,1541 (575-6-960 37.31%),1021 (0.66),,
C,"McKenna, Guy",45y 34d,78 (21-0-57 26.92%),,←,
