Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",14,1,8,22,3,1.0,,3.0,1.0,7.0,3.0,3.0,1.0,2.0,3.0,9.0,13.0,,,1.0,1.0,1.0,81.0
5,"Broadbent, Matthew",10,4,9,19,1,,,3.0,2.0,5.0,3.0,2.0,1.0,1.0,,8.0,11.0,,2.0,1.0,,1.0,81.0
20,"Brogan, Dean",9,3,7,16,,,25.0,4.0,,2.0,4.0,4.0,4.0,3.0,,7.0,10.0,,,2.0,,,85.0
27,"Carlile, Alipate",10,4,4,14,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,5.0,7.0,2.0,,5.0,1.0,,86.0
1,"Cassisi, Domenic",14,3,13,27,,,,4.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,14.0,13.0,,,,,,79.0
30,"Chaplin, Troy",4,1,2,6,,,,4.0,1.0,,1.0,1.0,1.0,,,4.0,3.0,,,3.0,,,95.0
18,"Cornes, Kane",13,8,13,26,,,,5.0,4.0,4.0,2.0,,1.0,,,5.0,21.0,,,1.0,,,97.0
33,"Ebert, Brett",1,1,,1,,,,1.0,,,,,,,,,1.0,,,,,,13.0
17,"Gray, Robbie",11,4,4,15,3,3.0,,2.0,,5.0,1.0,4.0,1.0,,,10.0,6.0,2.0,3.0,2.0,,1.0,84.0
45,"Hitchcock, Cameron",8,2,3,11,1,1.0,,3.0,,,,3.0,1.0,1.0,,5.0,6.0,,,,,,83.0
42,"Meyer, Danny",8,5,4,12,,,,5.0,6.0,1.0,,1.0,2.0,,,3.0,8.0,,,1.0,,,96.0
26,"Moore, Andrew",8,2,2,10,,,,,3.0,2.0,,3.0,,1.0,,2.0,8.0,,,6.0,,,87.0
22,"Nash, Jay",5,3,11,16,,,,2.0,,,3.0,3.0,1.0,2.0,,6.0,9.0,,,4.0,1.0,,88.0
6,"Pearce, Danyle",14,1,6,20,1,1.0,,7.0,,8.0,1.0,1.0,,,,4.0,15.0,,,1.0,1.0,1.0,86.0
15,"Rodan, David",7,1,8,15,,,,8.0,1.0,4.0,8.0,2.0,1.0,1.0,,9.0,6.0,,,1.0,14.0,1.0,83.0
19,"Salter, Nick",7,3,1,8,,1.0,,3.0,2.0,2.0,1.0,1.0,,,,3.0,3.0,,,2.0,,,72.0
28,"Schulz, Jay",7,3,6,13,5,,,2.0,,1.0,1.0,1.0,4.0,1.0,,12.0,2.0,3.0,3.0,2.0,,1.0,92.0
43,"Stewart, Daniel",8,3,,8,1,1.0,4.0,3.0,1.0,1.0,,3.0,2.0,1.0,,4.0,4.0,1.0,,1.0,,1.0,86.0
14,"Stewart, Paul",8,6,3,11,1,,,1.0,1.0,1.0,,2.0,,1.0,,2.0,9.0,,,1.0,,,80.0
21,"Thomas, Matt",6,3,12,18,1,,,4.0,1.0,3.0,7.0,1.0,3.0,,,10.0,8.0,,,,,2.0,75.0
12,"Trengove, Jackson",2,2,7,9,,,,2.0,1.0,1.0,,2.0,,2.0,,3.0,6.0,1.0,,3.0,,,85.0
39,"Westhoff, Justin",10,6,4,14,,,3.0,4.0,,4.0,,1.0,1.0,,,5.0,9.0,1.0,,3.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,69,127,311,17,10.0,32.0,70.0,30.0,57.0,40.0,43.0,27.0,18.0,4.0,130.0,178.0,10.0,8.0,40.0,18.0,9.0,
Opposition,Opposition,195,84,186,381,11,17.0,49.0,65.0,35.0,44.0,35.0,48.0,18.0,27.0,2.0,143.0,233.0,10.0,18.0,48.0,15.0,4.0,
