Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
35,"Borlase, James",21y 18d,1 (1-0-0 100.00%),,←,
5,"Crouch, Matt",28y 106d,140 (75-1-64 53.93%),29 (0.21),←,
12,"Dawson, Jordan",26y 118d,106 (48-0-58 45.28%),50 (0.47),42 (18-0-24 42.86%),16 (0.38)
32,"Fogarty, Darcy",23y 314d,76 (27-0-49 35.53%),116 (1.53),←,
20,"Hinge, Mitch",25y 40d,40 (18-0-22 45.00%),5 (0.13),37 (16-0-21 43.24%),4 (0.11)
1,"Jones, Chayce",23y 203d,76 (25-0-51 32.89%),17 (0.22),←,
48,"Keane, Mark",23y 141d,7 (3-0-4 42.86%),,2 (2-0-0 100.00%),
2,"Keays, Ben",26y 163d,110 (34-0-76 30.91%),55 (0.50),80 (28-0-52 35.00%),44 (0.55)
29,"Laird, Rory",29y 219d,221 (112-1-108 50.90%),28 (0.13),←,
23,"McAdam, Shane",28y 69d,48 (18-0-30 37.50%),67 (1.40),←,
16,"Michalanney, Max",19y 160d,19 (10-0-9 52.63%),,←,
30,"Milera, Wayne",25y 325d,93 (49-1-43 53.23%),28 (0.30),←,
4,"Murphy, Lachlan",24y 244d,95 (40-0-55 42.11%),67 (0.71),←,
27,"Nankervis, Luke",20y 72d,3 (2-0-1 66.67%),,←,
43,"OBrien, Reilly",27y 350d,97 (38-0-59 39.18%),12 (0.12),←,
8,"Rachele, Josh",20y 116d,31 (13-0-18 41.94%),34 (1.10),←,
26,"Schoenberg, Harry",22y 165d,54 (19-0-35 35.19%),17 (0.31),←,
9,"Sloane, Rory",33y 141d,253 (134-1-118 53.16%),136 (0.54),←,
33,"Smith, Brodie",31y 203d,244 (126-1-117 51.84%),71 (0.29),←,
14,"Soligo, Jake",20y 192d,34 (15-0-19 44.12%),14 (0.41),←,
7,"Thilthorpe, Riley",21y 29d,43 (15-0-28 34.88%),43 (1.00),←,
13,"Walker, Taylor",33y 102d,257 (131-1-125 51.17%),599 (2.33),←,
24,"Worrell, Josh",22y 116d,14 (9-0-5 64.29%),,←,
Totals,Totals,25y 61d,2062 (962-6-1094 46.65%),1388 (0.67),,
C,"Nicks, Matthew",48y 84d,80 (28-0-52 35.00%),,←,
