Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 274d,183 (75-2-106 41.53%),41 (0.22),←,
4,"Aish, James",18y 281d,19 (7-0-12 36.84%),5 (0.26),←,
17,"Beams, Claye",22y 349d,26 (10-0-16 38.46%),19 (0.73),←,
8,"Bewick, Rohan",24y 310d,61 (26-0-35 42.62%),46 (0.75),←,
42,"Clarke, Justin",20y 271d,34 (14-0-20 41.18%),1 (0.03),←,
33,"Close, Michael",20y 17d,13 (4-0-9 30.77%),10 (0.77),←,
5,"Crisp, Jack",20y 318d,16 (7-0-9 43.75%),9 (0.56),←,
34,"Freeman, Jonathan",20y 111d,2 (1-0-1 50.00%),4 (2.00),←,
27,"Gardiner, Darcy",18y 328d,15 (6-0-9 40.00%),2 (0.13),←,
6,"Green, Josh",21y 357d,52 (24-0-28 46.15%),68 (1.31),←,
11,"Hanley, Pearce",25y 274d,94 (33-0-61 35.11%),35 (0.37),←,
2,"Harwood, Ryan",23y 9d,55 (23-0-32 41.82%),6 (0.11),←,
36,"Maguire, Matt",30y 78d,167 (82-1-84 49.40%),21 (0.13),68 (28-0-40 41.18%),2 (0.03)
12,"Martin, Stefan",27y 272d,72 (20-1-51 28.47%),27 (0.38),15 (6-0-9 40.00%),4 (0.27)
32,"Mayes, Sam",20y 88d,37 (17-0-20 45.95%),23 (0.62),←,
25,"McStay, Daniel",19y 53d,7 (4-0-3 57.14%),6 (0.86),←,
21,"Merrett, Daniel",29y 247d,169 (74-3-92 44.67%),68 (0.40),←,
22,"Paparone, Marco",19y 347d,23 (7-0-16 30.43%),12 (0.52),←,
24,"Patfull, Joel",29y 252d,180 (73-3-104 41.39%),24 (0.13),←,
38,"Rockliff, Tom",24y 175d,100 (35-0-65 35.00%),51 (0.51),←,
28,"Taylor, Lewis",19y 180d,20 (7-0-13 35.00%),11 (0.55),←,
15,"Zorko, Dayne",25y 188d,58 (25-0-33 43.10%),60 (1.03),←,
Totals,Totals,23y 118d,1403 (574-10-819 40.91%),549 (0.39),,
C,"Leppitsch, Justin",38y 319d,20 (7-0-13 35.00%),,←,
