Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 332d,61 (13-1-47 22.13%),38 (0.62),←,
22,"Bain, David",26y 112d,76 (15-1-60 20.39%),40 (0.53),←,
25,"Campbell, Matthew",28y 205d,76 (16-1-59 21.71%),25 (0.33),←,
1,"Champion, Richard",24y 130d,38 (6-1-31 17.11%),15 (0.39),←,
4,"Gastev, John",28y 11d,110 (35-1-74 32.27%),66 (0.60),80 (18-1-61 23.13%),35 (0.44)
34,"Green, Ashley",19y 138d,17 (4-1-12 26.47%),1 (0.06),←,
14,"Hamilton, Shane",22y 4d,57 (16-0-41 28.07%),63 (1.11),30 (4-0-26 13.33%),23 (0.77)
11,"Hutton, John",26y 88d,17 (4-1-12 26.47%),42 (2.47),←,
41,"Kennedy, Matthew",22y 200d,37 (6-0-31 16.22%),8 (0.22),←,
42,"Kerinaiua, Adam",18y 66d,3 (1-0-2 33.33%),1 (0.33),←,
17,"Leslie, Martin",29y 279d,72 (15-1-56 21.53%),7 (0.10),←,
7,"McIvor, Scott",26y 13d,134 (49-0-85 36.57%),56 (0.42),79 (23-0-56 29.11%),41 (0.52)
24,"Merrett, Roger",32y 125d,242 (119-3-120 49.79%),264 (1.09),93 (22-1-70 24.19%),116 (1.25)
26,"Noonan, Danny",23y 267d,38 (6-1-31 17.11%),16 (0.42),←,
44,"Palfreyman, Nigel",18y 325d,14 (2-1-11 17.86%),7 (0.50),←,
13,"Potter, Craig",26y 216d,54 (25-0-29 46.30%),19 (0.35),12 (3-0-9 25.00%),3 (0.25)
27,"Rendell, Matthew",33y 126d,176 (90-1-85 51.42%),107 (0.61),12 (3-0-9 25.00%),6 (0.50)
6,"Retzlaff, Brendon",23y 122d,14 (4-1-9 32.14%),2 (0.14),←,
56,"Voss, Michael",17y 46d,5 (2-0-3 40.00%),2 (0.40),←,
33,"White, Darryl",19y 71d,19 (4-1-14 23.68%),17 (0.89),←,
Totals,Totals,24y 126d,1260 (432-16-812 34.29%),796 (0.63),,
C,"Walls, Robert",42y 32d,242 (122-2-118 50.83%),,43 (7-1-35 17.44%),
