Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
2,"Dyson, Ricky",22y 210d,55 (19-1-35 35.45%),29 (0.53),←,
31,"Fletcher, Dustin",32y 354d,282 (174-3-105 62.23%),65 (0.23),←,
19,"Hille, David",26y 328d,130 (60-1-69 46.54%),92 (0.71),←,
43,"Houli, Bachar",19y 349d,10 (5-0-5 50.00%),7 (0.70),←,
21,"Johns, Courtney",23y 163d,20 (3-0-17 15.00%),18 (0.90),←,
27,"Laycock, Jason",23y 173d,48 (16-0-32 33.33%),28 (0.58),←,
18,"Lloyd, Matthew",30y 9d,236 (140-2-94 59.75%),842 (3.57),←,
42,"Lovett-Murray, Nathan",25y 159d,70 (23-0-47 32.86%),43 (0.61),←,
13,"Lovett, Andrew",25y 166d,53 (16-1-36 31.13%),63 (1.19),←,
33,"McPhee, Adam",25y 202d,132 (51-0-81 38.64%),62 (0.47),107 (45-0-62 42.06%),53 (0.50)
22,"Michael, Mal",30y 306d,229 (122-1-106 53.49%),31 (0.14),28 (12-0-16 42.86%),3 (0.11)
6,"Monfries, Angus",21y 97d,56 (17-1-38 31.25%),51 (0.91),←,
17,"Nash, Jay",22y 126d,26 (10-1-15 40.38%),7 (0.27),←,
16,"Pears, Tayte",18y 32d,3 (0-0-3 0.00%),1 (0.33),←,
9,"Ramanauskas, Adam",27y 158d,122 (78-1-43 64.34%),59 (0.48),←,
37,"Reimers, Kyle",19y 106d,7 (2-0-5 28.57%),4 (0.57),←,
30,"Ryder, Paddy",20y 42d,36 (13-1-22 37.50%),7 (0.19),←,
20,"Slattery, Henry",22y 94d,37 (14-1-22 39.19%),6 (0.16),←,
5,"Stanton, Brent",21y 360d,82 (28-1-53 34.76%),49 (0.60),←,
4,"Watson, Jobe",23y 77d,59 (21-1-37 36.44%),21 (0.36),←,
12,"Welsh, Andrew",25y 74d,119 (49-2-68 42.02%),20 (0.17),←,
8,"Winderlich, Jason",23y 198d,52 (19-0-33 36.54%),17 (0.33),←,
Totals,Totals,24y 56d,1864 (880-18-966 47.21%),1522 (0.82),,
C,"Knights, Matthew",37y 203d,6 (2-0-4 33.33%),,←,
