Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",30y 218d,163 (109-2-52 67.48%),182 (1.12),←,
16,"Barnard, Paul",29y 121d,128 (89-0-39 69.53%),64 (0.50),117 (86-0-31 73.50%),60 (0.51)
32,"Blumfield, Justin",24y 202d,119 (82-0-37 68.91%),83 (0.70),←,
23,"Bolton, Mark",23y 72d,26 (17-0-9 65.38%),8 (0.31),←,
33,"Caracella, Blake",25y 91d,114 (80-0-34 70.18%),137 (1.20),←,
31,"Fletcher, Dustin",27y 38d,183 (128-3-52 70.77%),59 (0.32),←,
15,"Forster-Knight, Robert",20y 69d,21 (13-0-8 61.90%),,←,
47,"Hall, Ken",21y 213d,1 (1-0-0 100.00%),,←,
26,"Heffernan, Chris",23y 136d,86 (62-0-24 72.09%),34 (0.40),←,
3,"Henneman, Aaron",21y 183d,34 (28-0-6 82.35%),,←,
34,"Hille, David",21y 12d,17 (12-0-5 70.59%),7 (0.41),←,
21,"Jacobs, Danny",21y 354d,45 (34-0-11 75.56%),15 (0.33),←,
14,"Johnson, Jason",24y 140d,76 (59-0-17 77.63%),46 (0.61),←,
1,"Johnson, Mark",24y 22d,74 (61-0-13 82.43%),19 (0.26),←,
25,"Lucas, Scott",24y 166d,124 (83-0-41 66.94%),195 (1.57),←,
12,"McAlister, Daniel",23y 296d,5 (4-0-1 80.00%),,←,
10,"McVeigh, Mark",21y 139d,45 (32-0-13 71.11%),24 (0.53),←,
2,"Mercuri, Mark",28y 113d,181 (122-3-56 68.23%),230 (1.27),←,
11,"Peverill, Damien",22y 337d,18 (13-0-5 72.22%),7 (0.39),←,
9,"Ramanauskas, Adam",21y 207d,63 (50-0-13 79.37%),33 (0.52),←,
6,"Wellman, Sean",27y 267d,168 (103-2-63 61.90%),30 (0.18),134 (90-1-43 67.54%),21 (0.16)
41,"Welsh, Andrew",19y 123d,6 (4-0-2 66.67%),,←,
Totals,Totals,23y 359d,1697 (1186-10-501 69.89%),1173 (0.69),,
C,"Sheedy, Kevin",54y 172d,509 (332-5-172 65.72%),,←,
