Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Blair, Jarryd",14,4,6,20,2,,,6.0,,4.0,6.0,3.0,1.0,2.0,,12.0,7.0,,1.0,,1.0,,80.0
16,"Brown, Nathan",2,2,1,3,,,1.0,,,,,,,,,1.0,2.0,,,12.0,,,99.0
9,"Clarke, Martin",11,5,11,22,1,,,2.0,4.0,,2.0,3.0,,1.0,,8.0,13.0,,,1.0,2.0,1.0,80.0
32,"Cloke, Travis",9,7,5,14,,2.0,,2.0,,5.0,,2.0,1.0,,,7.0,8.0,,1.0,1.0,,2.0,97.0
41,"Dwyer, Sam",10,6,13,23,1,1.0,,2.0,,5.0,2.0,,1.0,,,14.0,9.0,,2.0,,4.0,2.0,86.0
19,"Elliott, Jamie",16,10,4,20,5,1.0,,3.0,,3.0,,4.0,2.0,2.0,3.0,6.0,12.0,1.0,5.0,1.0,2.0,2.0,91.0
6,"Goldsack, Tyson",7,2,6,13,1,2.0,,4.0,,3.0,2.0,2.0,1.0,,,9.0,3.0,,,2.0,,,92.0
26,"Johnson, Ben",12,2,4,16,,,,4.0,7.0,3.0,,4.0,2.0,2.0,,4.0,9.0,,,5.0,,,87.0
18 ↓,"Jolly, Darren",1,,1,2,,,,,,1.0,,2.0,,2.0,,1.0,1.0,,,,,,5.0
21,"Lynch, Quinten",11,5,13,24,,,19.0,1.0,,7.0,6.0,1.0,2.0,1.0,,13.0,11.0,,,4.0,,,94.0
3,"Macaffer, Brent",6,4,5,11,,1.0,,6.0,,3.0,,,1.0,,,2.0,10.0,,1.0,2.0,,,82.0
5,"Maxwell, Nick",8,5,6,14,,,,2.0,4.0,2.0,,1.0,1.0,,,4.0,10.0,,,8.0,1.0,1.0,90.0
8,"Lumumba, Heritier",16,5,6,22,,,,1.0,4.0,4.0,1.0,3.0,1.0,,,10.0,12.0,,,1.0,,2.0,86.0
10,"Pendlebury, Scott",14,3,9,23,2,,,6.0,3.0,5.0,5.0,2.0,3.0,,2.0,12.0,10.0,,,,,1.0,81.0
20,"Reid, Ben",5,3,8,13,,,,1.0,3.0,,,,,,,10.0,4.0,2.0,,6.0,,,95.0
2,"Russell, Jordan",10,5,5,15,,,,4.0,4.0,1.0,,,,,,4.0,6.0,,,2.0,,,91.0
40 ↑,"Seedsman, Paul",3,1,5,8,,,,1.0,,4.0,,2.0,1.0,1.0,,4.0,5.0,,,1.0,,,50.0
39,"Shaw, Heath",20,5,5,25,1,3.0,,2.0,1.0,3.0,5.0,3.0,,,,7.0,17.0,,,4.0,4.0,,80.0
22,"Sidebottom, Steele",21,4,4,25,1,,,5.0,1.0,3.0,4.0,2.0,,,,11.0,17.0,,,3.0,,1.0,81.0
28,"Sinclair, Ben",9,3,5,14,2,,,5.0,,3.0,1.0,2.0,1.0,,,5.0,8.0,1.0,1.0,,1.0,,78.0
36,"Swan, Dane",22,6,4,26,1,,1.0,5.0,6.0,4.0,3.0,4.0,1.0,1.0,,7.0,17.0,,1.0,2.0,2.0,,85.0
34,"Toovey, Alan",6,1,,6,,,,,1.0,1.0,,1.0,2.0,1.0,,3.0,4.0,1.0,,2.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,88,126,359,17,15.0,21.0,62.0,38.0,64.0,37.0,41.0,21.0,13.0,5.0,154.0,195.0,5.0,12.0,57.0,17.0,13.0,
Opposition,Opposition,182,55,117,299,15,10.0,43.0,64.0,39.0,55.0,40.0,49.0,13.0,21.0,1.0,146.0,144.0,11.0,10.0,62.0,12.0,9.0,
