Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",6,2,8,14,,,,9.0,,1.0,2.0,2.0,2.0,1.0,,7.0,7.0,,,,,1.0,88.0
46,"Begley, Colm",3,1,5,8,,,,,2.0,,2.0,3.0,,,,4.0,3.0,,,2.0,,,61.0
20,"Black, Simon",13,1,9,22,,1.0,,6.0,2.0,5.0,7.0,3.0,1.0,2.0,,11.0,12.0,,,,1.0,1.0,82.0
36,"Bradshaw, Daniel",7,8,5,12,2,1.0,,1.0,,1.0,,1.0,,,,5.0,7.0,3.0,4.0,,,,100.0
17,"Brennan, Jared",10,5,7,17,,1.0,1.0,7.0,2.0,3.0,5.0,,2.0,,3.0,9.0,9.0,1.0,1.0,1.0,4.0,,77.0
16,"Brown, Jonathan",10,8,6,16,3,1.0,,1.0,,2.0,,1.0,1.0,,,7.0,9.0,3.0,5.0,2.0,,1.0,100.0
19,"Charman, Jamie",8,5,3,11,,,20.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,,7.0,4.0,2.0,,2.0,,1.0,66.0
30,"Copeland, Robert",4,2,,4,1,,,,,1.0,,,,,,3.0,1.0,1.0,1.0,,,,97.0
34,"Dalziell, Bradd",15,10,12,27,1,,,1.0,,4.0,1.0,,2.0,,,5.0,22.0,,,,6.0,2.0,83.0
12,"Hawksley, James",6,4,11,17,,,,1.0,3.0,,,3.0,1.0,,,3.0,13.0,,,1.0,,,74.0
33,"Hooper, Rhan",4,2,3,7,3,,,3.0,,3.0,,1.0,,1.0,1.0,3.0,4.0,1.0,1.0,2.0,,1.0,79.0
4,"Johnstone, Travis",7,3,6,13,,,,3.0,1.0,5.0,,2.0,1.0,,,6.0,8.0,1.0,,1.0,4.0,1.0,89.0
26,"Macdonald, Joel",13,2,12,25,,,,2.0,6.0,2.0,3.0,,,,,9.0,14.0,,,3.0,5.0,,91.0
9,"McGrath, Ashley",10,4,4,14,,1.0,,7.0,4.0,1.0,,2.0,1.0,1.0,,5.0,7.0,,,5.0,1.0,,85.0
21,"Merrett, Daniel",3,1,5,8,,,8.0,1.0,,2.0,1.0,,1.0,,,4.0,5.0,,,2.0,2.0,,51.0
10,"Moody, Matthew",11,9,7,18,,,,1.0,2.0,5.0,2.0,3.0,1.0,,,6.0,12.0,,,2.0,,1.0,78.0
24,"Patfull, Joel",12,8,5,17,1,3.0,,1.0,2.0,4.0,,1.0,1.0,1.0,,3.0,14.0,1.0,1.0,4.0,2.0,1.0,98.0
6,"Power, Luke",11,1,11,22,1,1.0,,3.0,3.0,3.0,1.0,3.0,,1.0,,5.0,14.0,,,1.0,2.0,,95.0
2,"Proud, Albert",2,1,3,5,,,,2.0,,2.0,,3.0,,3.0,,1.0,3.0,,,1.0,,,45.0
35,"Rischitelli, Michael",9,3,5,14,1,,,3.0,2.0,1.0,4.0,2.0,,1.0,,3.0,10.0,,,2.0,1.0,,80.0
29,"Roe, Jason",11,1,6,17,,,,2.0,7.0,1.0,1.0,3.0,2.0,1.0,,6.0,6.0,,,1.0,2.0,,91.0
11,"Sherman, Justin",2,2,8,10,,,,3.0,,1.0,3.0,,,,,4.0,6.0,,,1.0,1.0,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,83,141,318,13,12.0,29.0,61.0,37.0,48.0,34.0,36.0,17.0,15.0,4.0,116.0,190.0,13.0,13.0,33.0,31.0,10.0,
Opposition,Opposition,203,107,196,399,10,19.0,33.0,45.0,32.0,48.0,31.0,45.0,15.0,17.0,2.0,116.0,282.0,9.0,13.0,37.0,26.0,6.0,
