Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",13,1,4,17,,1.0,3.0,11.0,,2.0,6.0,1.0,1.0,1.0,1.0,7.0,9.0,,,2.0,,1.0,100.0
17,"Burns, Scott",8,1,10,18,1,,1.0,6.0,,3.0,7.0,5.0,,2.0,,10.0,6.0,,,2.0,,1.0,79.0
8,"Clement, James",8,,,8,,,,,5.0,2.0,1.0,3.0,,1.0,,3.0,2.0,,,8.0,,,100.0
34,"Cloke, Jason",8,2,,8,,,3.0,,4.0,,,2.0,1.0,2.0,,1.0,4.0,,,4.0,,,79.0
4,"Didak, Alan",14,5,7,21,1,,,4.0,3.0,7.0,2.0,3.0,,1.0,,6.0,15.0,1.0,1.0,1.0,3.0,,85.0
25,"Fraser, Josh",13,6,4,17,1,2.0,19.0,2.0,,8.0,6.0,4.0,1.0,3.0,,12.0,6.0,2.0,3.0,6.0,,,93.0
6,"Holland, Brodie",7,4,5,12,1,,,5.0,,1.0,1.0,2.0,2.0,1.0,,6.0,6.0,,1.0,3.0,,,100.0
26,"Johnson, Ben",7,2,7,14,,,,2.0,2.0,3.0,4.0,2.0,,,,10.0,4.0,1.0,,2.0,,,98.0
18,"Licuria, Paul",15,3,12,27,1,,,4.0,2.0,5.0,8.0,4.0,,1.0,3.0,15.0,12.0,,,2.0,,,93.0
39,"Lokan, Matthew",2,2,,2,,,,2.0,1.0,,,,,,,1.0,2.0,,,3.0,,,88.0
37,"Lonie, Ryan",3,,1,4,,,,3.0,1.0,1.0,,,,,,,3.0,,,2.0,,,50.0
27,"McGough, Mark",,,2,2,,,,2.0,,,,,,,,1.0,1.0,,,2.0,,,43.0
7,"Molloy, Jarrod",2,1,,2,,1.0,,,,,,2.0,,2.0,,1.0,1.0,,,1.0,,,31.0
11,"OBree, Shane",15,3,6,21,,1.0,,3.0,,5.0,4.0,2.0,3.0,1.0,,13.0,8.0,,1.0,2.0,,,91.0
23,"Rocca, Anthony",9,5,2,11,3,1.0,5.0,7.0,1.0,2.0,1.0,5.0,1.0,3.0,,8.0,3.0,3.0,3.0,4.0,,,98.0
29,"Scotland, Heath",14,5,5,19,3,,,1.0,1.0,4.0,4.0,2.0,,,,9.0,10.0,,,,,1.0,74.0
22,"Shaw, Rhyce",4,1,1,5,,,,1.0,,,,2.0,,1.0,,1.0,4.0,,,,,,42.0
20,"Tarrant, Chris",13,6,5,18,1,2.0,,6.0,,7.0,,4.0,2.0,1.0,,9.0,7.0,1.0,4.0,1.0,,1.0,93.0
14,"Wakelin, Shane",8,3,,8,,,,2.0,4.0,1.0,1.0,2.0,1.0,2.0,,4.0,4.0,,,4.0,,,100.0
38,"Walker, Tristen",7,1,6,13,1,1.0,14.0,2.0,,2.0,2.0,1.0,1.0,1.0,,7.0,4.0,1.0,1.0,1.0,,,90.0
19,"Williams, Andrew",9,2,5,14,,1.0,1.0,1.0,,3.0,1.0,3.0,2.0,1.0,,9.0,4.0,,1.0,,,1.0,82.0
2,"Woewodin, Shane",16,1,5,21,1,,,2.0,4.0,5.0,3.0,5.0,,1.0,,9.0,6.0,,,3.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,54,87,282,14,15.0,46.0,66.0,28.0,61.0,51.0,54.0,15.0,25.0,4.0,142.0,121.0,9.0,15.0,53.0,3.0,5.0,
Opposition,Opposition,203,65,119,322,12,9.0,46.0,62.0,41.0,44.0,44.0,50.0,25.0,15.0,2.0,131.0,175.0,3.0,9.0,33.0,2.0,6.0,
