Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",8,3,12,20,,,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,,9.0,10.0,,,1.0,,,88.0
14 ↑,"Ashby, Jason",3,1,,3,,,,3.0,,,1.0,1.0,1.0,,,2.0,1.0,,,2.0,,,35.0
12,"Baguley, Mark",11,7,4,15,,,,4.0,1.0,1.0,2.0,4.0,1.0,3.0,,8.0,8.0,,,3.0,,,88.0
2,"Bellchambers, Tom",3,5,7,10,,1.0,28.0,1.0,1.0,,2.0,3.0,1.0,2.0,,6.0,3.0,2.0,1.0,,,,79.0
22,"Carlisle, Jake",10,9,1,11,1,2.0,,1.0,,3.0,,2.0,1.0,1.0,,3.0,8.0,2.0,4.0,1.0,,,89.0
3,"Chapman, Paul",6,2,2,8,2,,,2.0,,1.0,1.0,1.0,,,,1.0,6.0,,1.0,,1.0,1.0,67.0
32,"Colyer, Travis",11,4,2,13,1,,,5.0,1.0,5.0,,1.0,1.0,1.0,,3.0,10.0,,,2.0,2.0,3.0,81.0
13 ↓,"Cooney, Adam",8,3,7,15,,,,2.0,,4.0,5.0,2.0,1.0,,,6.0,9.0,,,,,2.0,61.0
6,"Daniher, Joe",6,5,3,9,3,1.0,3.0,1.0,,1.0,,3.0,3.0,3.0,,3.0,6.0,,2.0,1.0,,,93.0
31,"Fletcher, Dustin",13,7,4,17,,,,1.0,5.0,,,2.0,1.0,1.0,,3.0,15.0,,,7.0,,1.0,87.0
35,"Gleeson, Martin",11,8,8,19,,,,1.0,4.0,2.0,,1.0,1.0,,,7.0,12.0,1.0,,3.0,,,88.0
9,"Goddard, Brendon",15,8,8,23,1,,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,,2.0,19.0,,1.0,1.0,1.0,,88.0
21,"Heppell, Dyson",15,2,10,25,1,,2.0,4.0,3.0,4.0,1.0,,2.0,,2.0,9.0,16.0,,,,,,84.0
1,"Hibberd, Michael",14,4,7,21,,,,1.0,2.0,5.0,,3.0,,2.0,,2.0,18.0,,,4.0,,1.0,93.0
26,"Hooker, Cale",11,12,10,21,,,1.0,,4.0,1.0,1.0,2.0,,2.0,,10.0,11.0,5.0,,6.0,,,96.0
40,"Howlett, Ben",9,6,10,19,3,1.0,,5.0,1.0,1.0,3.0,2.0,1.0,1.0,,10.0,8.0,3.0,2.0,,,,80.0
18,"Hurley, Michael",18,11,5,23,,,,,8.0,1.0,,1.0,,,,2.0,18.0,1.0,,10.0,,,92.0
17,"Melksham, Jake",9,5,6,15,,2.0,,6.0,2.0,4.0,3.0,,1.0,,,6.0,9.0,,1.0,1.0,,,82.0
7,"Merrett, Zach",11,6,6,17,,,,4.0,3.0,4.0,1.0,1.0,1.0,,,2.0,15.0,,,2.0,1.0,,81.0
5,"Stanton, Brent",17,8,11,28,,,,5.0,2.0,3.0,2.0,4.0,1.0,1.0,,9.0,18.0,,,1.0,,1.0,82.0
4,"Watson, Jobe",18,8,18,36,1,1.0,2.0,5.0,1.0,9.0,5.0,3.0,,1.0,3.0,10.0,27.0,,,,1.0,4.0,84.0
11,"Zaharakis, David",9,5,8,17,3,,,3.0,1.0,2.0,,,,,,3.0,14.0,,3.0,2.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,129,149,385,16,9.0,40.0,58.0,43.0,57.0,30.0,42.0,19.0,21.0,5.0,116.0,261.0,14.0,15.0,47.0,6.0,13.0,
Opposition,Opposition,200,67,136,336,11,18.0,40.0,42.0,38.0,57.0,53.0,46.0,21.0,19.0,1.0,159.0,178.0,14.0,9.0,46.0,11.0,9.0,
