Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",11,2,9,20,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",5,2,3,8,,,,,,,,,,,,,,,,,,,
5,"Barker, John",5,3,3,8,,,,,,,,,2.0,1.0,,,,,,,,,
37,"Bizzotto, Frank",7,1,7,14,,,,,,,,,1.0,,,,,,,,,,
34,"Boyd, Brad",12,5,8,20,2,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
31,"Dent, Matthew",1,1,4,5,,,,,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",6,3,2,8,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",7,3,3,10,,,,,,,,,2.0,,,,,,,,,,
2,"Johnson, Chris",8,7,2,10,2,,,1.0,,,,,1.0,4.0,,,,,,,,,
29,"Lyon, Ross",18,4,12,30,1,1.0,1.0,,,,,,3.0,3.0,,,,,,,,,
30,"Manson, James",3,1,3,6,,,1.0,,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",5,2,3,8,1,,1.0,,,,,,1.0,1.0,,,,,,,,,
11,"McGregor, Anthony",5,2,,5,,,,1.0,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",7,6,6,13,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
1,"Roos, Paul",19,8,10,29,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
9,"Sartori, Peter",14,11,18,32,,,9.0,,,,,,6.0,3.0,,,,,,,,,
3,"Seecamp, Marcus",5,6,9,14,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Sporn, Kieran",10,3,8,18,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Stretch, Steven",12,3,8,20,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",19,1,5,24,,,,3.0,,,,,4.0,2.0,,,,,,,,,
16,"Zanotti, Mark",18,4,4,22,1,1.0,,,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,78,127,324,9,10.0,13.0,13.0,,,,,30.0,24.0,2.0,,,,,,,,
Opposition,Opposition,227,106,154,381,15,13.0,33.0,15.0,,,,,24.0,30.0,4.0,,,,,,,,
