North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",29y 34d,187 (101-1-85 54.28%),228 (1.22),←,
5,"Anderson, Stuart",23y 2d,52 (36-0-16 69.23%),19 (0.37),←,
11,"Archer, Glenn",24y 97d,109 (67-0-42 61.47%),77 (0.71),←,
26,"Bell, Peter",21y 120d,38 (24-0-14 63.16%),34 (0.89),36 (24-0-12 66.67%),32 (0.89)
12,"Blakey, John",30y 340d,238 (117-0-121 49.16%),72 (0.30),103 (65-0-38 63.11%),34 (0.33)
18,"Carey, Wayne",26y 33d,150 (89-0-61 59.33%),387 (2.58),←,
9,"Chandler, Brett",21y 353d,41 (8-0-33 19.51%),4 (0.10),13 (7-0-6 53.85%),2 (0.15)
29,"Harvey, Brent",19y 46d,9 (7-0-2 77.78%),8 (0.89),←,
21,"Hewitt, Evan",18y 357d,1 (0-0-1 0.00%),,←,
34,"King, David",25y 114d,79 (51-0-28 64.56%),22 (0.28),←,
7,"Laidley, Dani",30y 94d,149 (91-1-57 61.41%),15 (0.10),97 (62-0-35 63.92%),4 (0.04)
35,"Longmire, John",26y 180d,168 (85-1-82 50.89%),501 (2.98),←,
4,"Martyn, Mick",28y 302d,189 (105-1-83 55.82%),14 (0.07),←,
20,"Mellington, Anthony",22y 337d,31 (4-0-27 12.90%),40 (1.29),7 (3-0-4 42.86%),16 (2.29)
22,"Roberts, Mark",32y 1d,175 (87-0-88 49.71%),146 (0.83),98 (61-0-37 62.24%),127 (1.30)
3,"Rock, Anthony",26y 273d,150 (90-0-60 60.00%),125 (0.83),←,
2,"Schwass, Wayne",28y 214d,174 (95-0-79 54.60%),96 (0.55),←,
8,"Scott, Robert",28y 120d,194 (116-1-77 60.05%),201 (1.04),62 (41-0-21 66.13%),37 (0.60)
24,"Sholl, Craig",29y 181d,164 (94-0-70 57.32%),80 (0.49),←,
10,"Stevens, Anthony",25y 362d,144 (85-0-59 59.03%),74 (0.51),←,
32,"Wynd, Paul",21y 58d,3 (2-0-1 66.67%),,←,
Totals,Totals,25y 277d,2445 (1354-5-1086 55.38%),2143 (0.88),,
C,"Pagan, Denis",49y 278d,108 (69-0-39 63.89%),,←,
