Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",24y 214d,34 (16-1-17 48.53%),19 (0.56),←,
12,"Baguley, Mark",28y 317d,74 (33-1-40 45.27%),2 (0.03),←,
28,"Brown, Mitch",25y 218d,17 (14-0-3 82.35%),11 (0.65),2 (1-0-1 50.00%),2 (1.00)
17,"Cooney, Adam",30y 185d,232 (108-2-122 46.98%),196 (0.84),13 (4-0-9 30.77%),10 (0.77)
51,"Crowley, Ryan",32y 28d,190 (105-1-84 55.53%),117 (0.62),2 (1-0-1 50.00%),1 (0.50)
6,"Daniher, Joe",22y 29d,50 (21-1-28 43.00%),68 (1.36),←,
49,"Dea, Matt",24y 172d,33 (14-1-18 43.94%),1 (0.03),2 (1-0-1 50.00%),
13,"Fantasia, Orazio",20y 201d,9 (3-1-5 38.89%),2 (0.22),←,
8,"Gleeson, Martin",21y 221d,33 (10-1-22 31.82%),4 (0.12),←,
9,"Goddard, Brendon",30y 318d,271 (158-4-109 59.04%),149 (0.55),66 (32-1-33 49.24%),45 (0.68)
42,"Gwilt, James",29y 235d,139 (69-3-67 50.72%),25 (0.18),13 (3-0-10 23.08%),
36,"Hartley, Michael",22y 300d,1 (1-0-0 100.00%),1 (1.00),←,
47,"Kelly, James",32y 95d,275 (186-1-88 67.82%),88 (0.32),2 (1-0-1 50.00%),
38,"Kommer, Nick",25y 187d,20 (13-0-7 65.00%),11 (0.55),←,
30,"Langford, Kyle",19y 123d,10 (3-0-7 30.00%),5 (0.50),←,
22,"Leuenberger, Matthew",27y 300d,110 (36-1-73 33.18%),27 (0.25),2 (1-0-1 50.00%),
43,"McDonald-Tipungwuti, Anthony",22y 346d,2 (1-0-1 50.00%),,←,
20,"Merrett, Jackson",23y 35d,45 (22-0-23 48.89%),19 (0.42),←,
7,"Merrett, Zach",20y 182d,39 (17-1-21 44.87%),17 (0.44),←,
3,"Parish, Darcy",18y 252d,2 (1-0-1 50.00%),1 (0.50),←,
48,"Stokes, Mathew",31y 132d,191 (144-0-47 75.39%),207 (1.08),2 (1-0-1 50.00%),4 (2.00)
11,"Zaharakis, David",26y 41d,128 (62-2-64 49.22%),98 (0.77),←,
Totals,Totals,25y 188d,1905 (1037-21-847 54.44%),1068 (0.56),,
C,"Worsfold, John",47y 190d,283 (150-2-131 53.36%),,2 (1-0-1 50.00%),
