Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",17,6.0,7,24,,,,2.0,5.0,2.0,1.0,4.0,,,,5.0,16,,,2.0,,,86.0
44,"Buckley, Jack",8,5.0,8,16,,,,4.0,3.0,1.0,,3.0,,2.0,,7.0,9,1.0,,7.0,,,84.0
21,"Buntine, Matt",9,5.0,3,12,,,,2.0,6.0,,,2.0,,1.0,,2.0,11,,,9.0,,,82.0
3,"Coniglio, Stephen",4,1.0,3,7,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,4.0,4,,,,,,31.0
13,"Cumming, Isaac",17,5.0,12,29,,,,,7.0,2.0,1.0,5.0,1.0,,,14.0,11,1.0,,4.0,1.0,,83.0
16,"Daniels, Brent",8,,5,13,,,,1.0,,4.0,2.0,5.0,,1.0,,5.0,7,,,2.0,,3.0,80.0
1 ↓,"Davis, Phil",1,1.0,1,2,,,,,,,,,,,,1.0,1,,,1.0,,,18.0
24,"de Boer, Matt",6,2.0,4,10,,,,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,4.0,6,,,1.0,,,50.0
30,"Flynn, Matt",4,4.0,9,13,,,23.0,3.0,2.0,1.0,,2.0,,,,5.0,8,1.0,,3.0,,,77.0
4,"Greene, Toby",13,4.0,4,17,5.0,2.0,,3.0,,3.0,1.0,6.0,4.0,2.0,1.0,11.0,7,2.0,2.0,3.0,,,95.0
12,"Green, Tom",3,2.0,12,15,1.0,,,3.0,1.0,1.0,4.0,3.0,1.0,2.0,,9.0,7,,1.0,2.0,,1.0,78.0
19,"Haynes, Nick",14,4.0,4,18,,,,1.0,3.0,2.0,,3.0,1.0,1.0,,3.0,13,,,3.0,1.0,,91.0
37,"Hill, Bobby",6,1.0,1,7,,,,1.0,1.0,2.0,,3.0,1.0,,,2.0,5,,1.0,2.0,,,75.0
27,"Himmelberg, Harry",8,5.0,5,13,1.0,,,1.0,,2.0,,4.0,,,,5.0,8,,2.0,2.0,,2.0,91.0
2,"Hopper, Jacob",12,,13,25,1.0,,,6.0,2.0,4.0,6.0,7.0,2.0,5.0,,12.0,13,,,,,,88.0
39,"Idun, Connor",9,8.0,7,16,,,,2.0,1.0,2.0,1.0,,1.0,,,4.0,13,,,3.0,1.0,,90.0
25,"Keeffe, Lachlan",2,2.0,3,5,,,8.0,3.0,,,,1.0,1.0,1.0,,2.0,3,,,4.0,,,95.0
22,"Kelly, Josh",10,3.0,13,23,2.0,,,3.0,1.0,3.0,3.0,3.0,1.0,,,8.0,14,,,1.0,1.0,1.0,91.0
33,"OHalloran, Xavier",8,2.0,4,12,1.0,,,2.0,,1.0,2.0,2.0,,1.0,,2.0,10,,,4.0,,,87.0
34 ↑,"Shipley, Nick",7,5.0,5,12,,,,2.0,1.0,2.0,,2.0,,1.0,,,12,,,,,,66.0
14,"Taranto, Tim",23,5.0,9,32,,,,5.0,5.0,10.0,2.0,6.0,1.0,,,8.0,23,,,1.0,,1.0,82.0
15,"Taylor, Sam",12,7.0,6,18,,,,4.0,4.0,1.0,1.0,4.0,1.0,1.0,,10.0,9,1.0,,14.0,,,94.0
8,"Ward, Callan",7,3.0,13,20,,,,1.0,3.0,2.0,7.0,2.0,2.0,1.0,,10.0,13,,,2.0,,,84.0
Totals,Totals,208,80.0,151,359,11.0,2.0,31.0,53.0,49.0,49.0,37.0,71.0,20.0,21.0,1.0,133.0,223,6.0,6.0,70.0,4.0,8.0,
Opposition,Opposition,241,97.0,136,377,15.0,12.0,41.0,62.0,38.0,67.0,45.0,62.0,21.0,20.0,5.0,153.0,226,12.0,12.0,44.0,6.0,8.0,
