Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",24y 348d,73 (43-1-29 59.59%),70 (0.96),31 (19-1-11 62.90%),29 (0.94)
18,"Cameron, Leon",22y 338d,103 (54-2-47 53.40%),44 (0.43),←,
28,"Dimattina, Paul",20y 257d,1 (0-0-1 0.00%),,←,
20,"Ellen, Shane",22y 217d,6 (3-0-3 50.00%),1 (0.17),←,
3,"Grant, Chris",22y 236d,117 (63-2-52 54.70%),256 (2.19),←,
1,"Grgic, Ilija",23y 154d,48 (28-1-19 59.38%),77 (1.60),←,
37,"Hargraves, Daniel",19y 194d,12 (7-0-5 58.33%),13 (1.08),←,
6,"Johnson, Brad",19y 19d,25 (12-1-12 50.00%),16 (0.64),←,
4,"Kellett, Nigel",25y 231d,73 (39-1-33 54.11%),30 (0.41),←,
2,"Kolyniuk, Steven",25y 32d,104 (53-1-50 51.44%),120 (1.15),←,
12,"Koster, Kym",22y 186d,33 (18-1-14 56.06%),10 (0.30),←,
39,"Liberatore, Tony",29y 176d,146 (81-2-63 56.16%),73 (0.50),←,
9,"Nicholson, Brad",21y 63d,24 (13-1-10 56.25%),1 (0.04),←,
44,"Osborne, Richard",31y 51d,239 (101-1-137 42.47%),525 (2.20),36 (20-1-15 56.94%),75 (2.08)
22,"Quill, Peter",25y 348d,39 (24-1-14 62.82%),15 (0.38),←,
11,"Romero, Jose",24y 5d,105 (57-0-48 54.29%),108 (1.03),16 (8-0-8 50.00%),10 (0.63)
5,"Smith, Rohan",22y 67d,48 (28-1-19 59.38%),23 (0.48),←,
8,"Southern, Daniel",20y 217d,39 (19-1-19 50.00%),8 (0.21),←,
17,"Standfield, Barry",25y 174d,92 (51-1-40 55.98%),37 (0.40),←,
7,"West, Scott",20y 265d,58 (31-1-26 54.31%),34 (0.59),←,
15,"Wynd, Scott",25y 193d,121 (62-2-57 52.07%),23 (0.19),←,
Totals,Totals,23y 214d,1506 (787-21-698 52.26%),1484 (0.99),,
C,"Joyce, Alan",52y 289d,133 (88-1-44 66.54%),,40 (21-1-18 53.75%),
